"STUDYID","DOMAIN","USUBJID","POOLID","FWSEQ","FWGRPID","FWTESTCD","FWTEST","FWORRES","FWORRESU","FWSTRESC","FWSTRESN","FWSTRESU","FWSTAT","FWREASND","FWEXCLFL","FWREASEX","FWDTC","FWENDTC","FWDY","FWENDY"
"GLP003","FW","107001594",NA,142,NA,"FC","Food Consumption","114.9","g","19.15",19.15,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:17:21","2007-07-11T06:16:10",22,28
"GLP003","FW","107001594",NA,143,NA,"FC","Food Consumption","79.3","g","19.83",19.83,"g/animal/day",NA,NA,NA,NA,"2007-07-15T09:42:46","2007-07-19T09:19:50",32,36
"GLP003","FW","107001594",NA,144,NA,"FC","Food Consumption","113.6","g","18.93",18.93,"g/animal/day",NA,NA,NA,NA,"2007-07-19T09:19:51","2007-07-25T07:30:45",36,42
"GLP003","FW","107001594",NA,145,NA,"WC","Water Consumption","9.4","g","9.40",9.4,"g/animal/day",NA,NA,NA,NA,"2007-07-11T06:38:23","2007-07-12T08:18:07",28,29
"GLP003","FW","107001594",NA,146,NA,"WC","Water Consumption","14.2","g","14.20",14.2,"g/animal/day",NA,NA,NA,NA,"2007-07-25T09:48:12","2007-07-26T08:22:28",42,43
"GLP003","FW","107001619",NA,147,NA,"FC","Food Consumption","135.5","g","19.36",19.36,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:16:06","2007-06-21T08:31:44",1,8
"GLP003","FW","107001619",NA,148,NA,"FC","Food Consumption","149.9","g","21.41",21.41,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:31:44","2007-06-28T08:07:20",8,15
"GLP003","FW","107001619",NA,149,NA,"FC","Food Consumption","175.9","g","25.13",25.13,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:07:20","2007-07-05T13:17:37",15,22
"GLP003","FW","107001619",NA,150,NA,"FC","Food Consumption","123.4","g","20.57",20.57,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:17:37","2007-07-11T06:16:21",22,28
"GLP003","FW","107001619",NA,151,NA,"FC","Food Consumption","79.2","g","19.80",19.8,"g/animal/day",NA,NA,NA,NA,"2007-07-15T09:43:04","2007-07-19T09:20:25",32,36
"GLP003","FW","107001619",NA,152,NA,"FC","Food Consumption","121.3","g","20.22",20.22,"g/animal/day",NA,NA,NA,NA,"2007-07-19T09:20:25","2007-07-25T07:30:52",36,42
"GLP003","FW","107001619",NA,153,NA,"WC","Water Consumption","13.7","g","13.70",13.7,"g/animal/day",NA,NA,NA,NA,"2007-07-11T06:38:39","2007-07-12T08:18:22",28,29
"GLP003","FW","107001619",NA,154,NA,"WC","Water Consumption","13.8","g","13.80",13.8,"g/animal/day",NA,NA,NA,NA,"2007-07-25T09:48:20","2007-07-26T08:22:41",42,43
"GLP003","FW","107001518",NA,155,NA,"FC","Food Consumption","144.5","g","20.64",20.64,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:16:18","2007-06-21T08:31:59",1,8
"GLP003","FW","107001518",NA,156,NA,"FC","Food Consumption","168.2","g","24.03",24.03,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:31:59","2007-06-28T08:07:38",8,15
"GLP003","FW","107001518",NA,157,NA,"FC","Food Consumption","169.9","g","24.27",24.27,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:07:38","2007-07-05T13:17:53",15,22
"GLP003","FW","107001518",NA,158,NA,"FC","Food Consumption","122.4","g","20.40",20.4,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:17:53","2007-07-11T06:16:32",22,28
"GLP003","FW","107001518",NA,159,NA,"FC","Food Consumption","109.2","g","27.30",27.3,"g/animal/day",NA,NA,NA,NA,"2007-07-15T09:43:23","2007-07-19T09:21:07",32,36
"GLP003","FW","107001518",NA,160,NA,"FC","Food Consumption","146.5","g","24.42",24.42,"g/animal/day",NA,NA,NA,NA,"2007-07-19T09:21:09","2007-07-25T07:31:08",36,42
"GLP003","FW","107001518",NA,161,NA,"WC","Water Consumption","9.4","g","9.40",9.4,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:46:17","2007-07-13T08:09:42",29,30
"GLP003","FW","107001518",NA,162,NA,"WC","Water Consumption","8.7","g","8.70",8.7,"g/animal/day",NA,NA,NA,NA,"2007-07-25T09:48:28","2007-07-26T08:22:58",42,43
"GLP003","FW","107001538",NA,163,NA,"FC","Food Consumption","131.4","g","18.77",18.77,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:16:31","2007-06-21T08:32:13",1,8
"GLP003","FW","107001538",NA,164,NA,"FC","Food Consumption","181.1","g","25.87",25.87,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:32:13","2007-06-28T08:07:49",8,15
"GLP003","FW","107001538",NA,165,NA,"FC","Food Consumption","179.6","g","25.66",25.66,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:07:49","2007-07-05T13:18:10",15,22
"GLP003","FW","107001538",NA,166,NA,"FC","Food Consumption","127.8","g","21.30",21.3,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:18:10","2007-07-11T06:16:44",22,28
"GLP003","FW","107001538",NA,167,NA,"FC","Food Consumption","97.5","g","24.38",24.38,"g/animal/day",NA,NA,NA,NA,"2007-07-15T09:43:42","2007-07-19T09:22:04",32,36
"GLP003","FW","107001538",NA,168,NA,"FC","Food Consumption","143.3","g","23.88",23.88,"g/animal/day",NA,NA,NA,NA,"2007-07-19T09:22:04","2007-07-25T07:31:22",36,42
"GLP003","FW","107001538",NA,169,NA,"WC","Water Consumption","8.2","g","8.20",8.2,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:46:30","2007-07-13T08:09:51",29,30
"GLP003","FW","107001538",NA,170,NA,"WC","Water Consumption","6.4","g","6.40",6.4,"g/animal/day",NA,NA,NA,NA,"2007-07-25T09:48:36","2007-07-26T08:23:11",42,43
"GLP003","FW","107001581",NA,171,NA,"FC","Food Consumption","152.0","g","21.71",21.71,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:16:44","2007-06-21T08:32:26",1,8
"GLP003","FW","107001581",NA,172,NA,"FC","Food Consumption","160.9","g","22.99",22.99,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:32:26","2007-06-28T08:08:20",8,15
"GLP003","FW","107001581",NA,173,NA,"FC","Food Consumption","158.1","g","22.59",22.59,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:08:20","2007-07-05T13:18:28",15,22
"GLP003","FW","107001581",NA,174,NA,"FC","Food Consumption","125.1","g","20.85",20.85,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:18:28","2007-07-11T06:16:53",22,28
"GLP003","FW","107001581",NA,175,NA,"FC","Food Consumption","95.2","g","23.80",23.8,"g/animal/day",NA,NA,NA,NA,"2007-07-15T09:43:58","2007-07-19T09:22:39",32,36
"GLP003","FW","107001581",NA,176,NA,"FC","Food Consumption","131.0","g","21.83",21.83,"g/animal/day",NA,NA,NA,NA,"2007-07-19T09:22:39","2007-07-25T07:31:35",36,42
"GLP003","FW","107001581",NA,177,NA,"WC","Water Consumption","11.1","g","11.10",11.1,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:46:41","2007-07-13T08:10:03",29,30
"GLP003","FW","107001581",NA,178,NA,"WC","Water Consumption","10.7","g","10.70",10.7,"g/animal/day",NA,NA,NA,NA,"2007-07-25T09:48:44","2007-07-26T08:23:30",42,43
"GLP003","FW","107001469",NA,179,NA,"FC","Food Consumption","196.5","g","28.07",28.07,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:57:28","2007-06-19T08:13:09",1,8
"GLP003","FW","107001469",NA,180,NA,"FC","Food Consumption","194.1","g","27.73",27.73,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:13:09","2007-06-26T08:08:01",8,15
"GLP003","FW","107001469",NA,181,NA,"FC","Food Consumption","128.6","g","18.37",18.37,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:08:01","2007-07-03T14:19:50",15,22
"GLP003","FW","107001469",NA,182,NA,"FC","Food Consumption","169.0","g","28.17",28.17,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:19:50","2007-07-09T06:21:14",22,28
"GLP003","FW","107001469",NA,183,NA,"WC","Water Consumption","9.7","g","9.70",9.7,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:36:27","2007-07-10T08:00:25",28,29
"GLP003","FW","107001425",NA,184,NA,"FC","Food Consumption","204.8","g","29.26",29.26,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:57:34","2007-06-19T08:13:28",1,8
"GLP003","FW","107001425",NA,185,NA,"FC","Food Consumption","179.5","g","25.64",25.64,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:13:28","2007-06-26T08:08:23",8,15
"GLP003","FW","107001425",NA,186,NA,"FC","Food Consumption","178.6","g","25.51",25.51,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:08:23","2007-07-03T14:20:24",15,22
"GLP003","FW","107001425",NA,187,NA,"FC","Food Consumption","152.5","g","25.42",25.42,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:20:24","2007-07-09T06:21:20",22,28
"GLP003","FW","107001425",NA,188,NA,"WC","Water Consumption","14.8","g","14.80",14.8,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:36:35","2007-07-10T08:00:38",28,29
"GLP003","FW","107001440",NA,189,NA,"FC","Food Consumption","207.6","g","29.66",29.66,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:57:46","2007-06-19T08:13:53",1,8
"GLP003","FW","107001440",NA,190,NA,"FC","Food Consumption","209.8","g","29.97",29.97,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:13:53","2007-06-26T08:08:42",8,15
"GLP003","FW","107001440",NA,191,NA,"FC","Food Consumption","206.7","g","29.53",29.53,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:08:42","2007-07-03T14:20:59",15,22
"GLP003","FW","107001440",NA,192,NA,"FC","Food Consumption","167.5","g","27.92",27.92,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:21:00","2007-07-09T06:21:33",22,28
"GLP003","FW","107001440",NA,193,NA,"WC","Water Consumption","40.5","g","40.50",40.5,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:36:45","2007-07-10T08:00:49",28,29
"GLP003","FW","107001419",NA,194,NA,"FC","Food Consumption","216.6","g","30.94",30.94,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:58:01","2007-06-19T08:14:20",1,8
"GLP003","FW","107001419",NA,195,NA,"FC","Food Consumption","218.6","g","31.23",31.23,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:14:20","2007-06-26T08:08:59",8,15
"GLP003","FW","107001419",NA,196,NA,"FC","Food Consumption","219.8","g","31.40",31.4,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:08:59","2007-07-03T14:21:30",15,22
"GLP003","FW","107001419",NA,197,NA,"FC","Food Consumption","178.1","g","29.68",29.68,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:21:30","2007-07-09T06:21:41",22,28
"GLP003","FW","107001419",NA,198,NA,"WC","Water Consumption","18.9","g","18.90",18.9,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:36:53","2007-07-10T08:01:01",28,29
"GLP003","FW","107001437",NA,199,NA,"FC","Food Consumption","191.5","g","27.36",27.36,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:58:08","2007-06-19T08:14:43",1,8
"GLP003","FW","107001437",NA,200,NA,"FC","Food Consumption","185.9","g","26.56",26.56,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:14:43","2007-06-26T08:09:17",8,15
"GLP003","FW","107001437",NA,201,NA,"FC","Food Consumption","187.2","g","26.74",26.74,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:09:17","2007-07-03T14:22:03",15,22
"GLP003","FW","107001437",NA,202,NA,"FC","Food Consumption","149.9","g","24.98",24.98,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:22:03","2007-07-09T06:21:52",22,28
"GLP003","FW","107001437",NA,203,NA,"WC","Water Consumption","45.9","g","45.90",45.9,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:37:04","2007-07-10T08:01:11",28,29
"GLP003","FW","107001415",NA,204,NA,"FC","Food Consumption","193.8","g","27.69",27.69,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:58:16","2007-06-19T08:15:04",1,8
"GLP003","FW","107001415",NA,205,NA,"FC","Food Consumption","193.7","g","27.67",27.67,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:15:04","2007-06-26T08:09:34",8,15
"GLP003","FW","107001415",NA,206,NA,"FC","Food Consumption","196.4","g","28.06",28.06,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:09:34","2007-07-03T14:22:47",15,22
"GLP003","FW","107001415",NA,207,NA,"FC","Food Consumption","155.9","g","25.98",25.98,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:22:47","2007-07-09T06:21:59",22,28
"GLP003","FW","107001415",NA,208,NA,"WC","Water Consumption","26.3","g","26.30",26.3,"g/animal/day",NA,NA,NA,NA,"2007-07-10T06:40:09","2007-07-11T08:15:34",29,30
"GLP003","FW","107001455",NA,209,NA,"FC","Food Consumption","224.0","g","32.00",32,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:58:32","2007-06-19T08:15:33",1,8
"GLP003","FW","107001455",NA,210,NA,"FC","Food Consumption","228.2","g","32.60",32.6,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:15:33","2007-06-26T08:09:51",8,15
"GLP003","FW","107001455",NA,211,NA,"FC","Food Consumption","239.5","g","34.21",34.21,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:09:51","2007-07-03T14:23:59",15,22
"GLP003","FW","107001455",NA,212,NA,"FC","Food Consumption","200.7","g","33.45",33.45,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:24:00","2007-07-09T06:22:23",22,28
"GLP003","FW","107001455",NA,213,NA,"WC","Water Consumption","19.6","g","19.60",19.6,"g/animal/day",NA,NA,NA,NA,"2007-07-10T06:40:26","2007-07-11T08:15:49",29,30
"GLP003","FW","107001470",NA,214,NA,"FC","Food Consumption","190.2","g","27.17",27.17,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:58:40","2007-06-19T08:15:50",1,8
"GLP003","FW","107001470",NA,215,NA,"FC","Food Consumption","192.6","g","27.51",27.51,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:15:50","2007-06-26T08:10:09",8,15
"GLP003","FW","107001470",NA,216,NA,"FC","Food Consumption","198.4","g","28.34",28.34,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:10:09","2007-07-03T14:24:31",15,22
"GLP003","FW","107001470",NA,217,NA,"FC","Food Consumption","176.0","g","29.33",29.33,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:24:31","2007-07-09T06:22:29",22,28
"GLP003","FW","107001470",NA,218,NA,"WC","Water Consumption","20.7","g","20.70",20.7,"g/animal/day",NA,NA,NA,NA,"2007-07-10T06:40:40","2007-07-11T08:15:57",29,30
"GLP003","FW","107001456",NA,219,NA,"FC","Food Consumption","190.8","g","27.26",27.26,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:58:47","2007-06-19T08:16:08",1,8
"GLP003","FW","107001456",NA,220,NA,"FC","Food Consumption","201.2","g","28.74",28.74,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:16:08","2007-06-26T08:10:25",8,15
"GLP003","FW","107001456",NA,221,NA,"FC","Food Consumption","198.6","g","28.37",28.37,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:10:26","2007-07-03T14:25:00",15,22
"GLP003","FW","107001456",NA,222,NA,"FC","Food Consumption","179.9","g","29.98",29.98,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:25:00","2007-07-09T06:22:39",22,28
"GLP003","FW","107001456",NA,223,NA,"WC","Water Consumption","10.9","g","10.90",10.9,"g/animal/day",NA,NA,NA,NA,"2007-07-10T06:40:56","2007-07-11T08:16:07",29,30
"GLP003","FW","107001351",NA,224,NA,"FC","Food Consumption","200.0","g","28.57",28.57,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:59:00","2007-06-19T08:16:28",1,8
"GLP003","FW","107001351",NA,225,NA,"FC","Food Consumption","171.8","g","24.54",24.54,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:16:28","2007-06-26T08:10:44",8,15
"GLP003","FW","107001351",NA,226,NA,"FC","Food Consumption","177.2","g","25.31",25.31,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:10:44","2007-07-03T14:25:34",15,22
"GLP003","FW","107001351",NA,227,NA,"FC","Food Consumption","153.9","g","25.65",25.65,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:25:34","2007-07-09T06:22:51",22,28
"GLP003","FW","107001351",NA,228,NA,"FC","Food Consumption","112.8","g","28.20",28.2,"g/animal/day",NA,NA,NA,NA,"2007-07-13T10:30:19","2007-07-17T07:49:01",32,36
"GLP003","FW","107001351",NA,229,NA,"FC","Food Consumption","172.3","g","28.72",28.72,"g/animal/day",NA,NA,NA,NA,"2007-07-17T07:49:01","2007-07-23T07:27:03",36,42
"GLP003","FW","107001351",NA,230,NA,"WC","Water Consumption","17.1","g","17.10",17.1,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:37:14","2007-07-10T08:01:21",28,29
"GLP003","FW","107001351",NA,231,NA,"WC","Water Consumption","15.6","g","15.60",15.6,"g/animal/day",NA,NA,NA,NA,"2007-07-23T08:43:38","2007-07-24T08:25:48",42,43
"GLP003","FW","107001382",NA,232,NA,"FC","Food Consumption","198.4","g","28.34",28.34,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:59:09","2007-06-19T08:16:46",1,8
"GLP003","FW","107001382",NA,233,NA,"FC","Food Consumption","201.9","g","28.84",28.84,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:16:46","2007-06-26T08:11:05",8,15
"GLP003","FW","107001382",NA,234,NA,"FC","Food Consumption","228.2","g","32.60",32.6,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:11:05","2007-07-03T14:26:01",15,22
"GLP003","FW","107001382",NA,235,NA,"FC","Food Consumption","173.2","g","28.87",28.87,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:26:02","2007-07-09T06:23:01",22,28
"GLP003","FW","107001382",NA,236,NA,"FC","Food Consumption","131.5","g","32.88",32.88,"g/animal/day",NA,NA,NA,NA,"2007-07-13T10:30:33","2007-07-17T07:49:26",32,36
"GLP003","FW","107001382",NA,237,NA,"FC","Food Consumption","187.6","g","31.27",31.27,"g/animal/day",NA,NA,NA,NA,"2007-07-17T07:49:26","2007-07-23T07:27:21",36,42
"GLP003","FW","107001382",NA,238,NA,"WC","Water Consumption","14.8","g","14.80",14.8,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:37:26","2007-07-10T08:01:31",28,29
"GLP003","FW","107001382",NA,239,NA,"WC","Water Consumption","20.9","g","20.90",20.9,"g/animal/day",NA,NA,NA,NA,"2007-07-23T08:43:52","2007-07-24T08:25:58",42,43
"GLP003","FW","107001362",NA,240,NA,"FC","Food Consumption","203.4","g","29.06",29.06,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:59:17","2007-06-19T08:17:01",1,8
"GLP003","FW","107001362",NA,241,NA,"FC","Food Consumption","198.9","g","28.41",28.41,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:17:01","2007-06-26T08:11:21",8,15
"GLP003","FW","107001362",NA,242,NA,"FC","Food Consumption","210.2","g","30.03",30.03,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:11:21","2007-07-03T14:26:34",15,22
"GLP003","FW","107001362",NA,243,NA,"FC","Food Consumption","180.5","g","30.08",30.08,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:26:34","2007-07-09T06:23:14",22,28
"GLP003","FW","107001362",NA,244,NA,"FC","Food Consumption","121.7","g","30.43",30.43,"g/animal/day",NA,NA,NA,NA,"2007-07-13T10:30:46","2007-07-17T07:49:49",32,36
"GLP003","FW","107001362",NA,245,NA,"FC","Food Consumption","191.2","g","31.87",31.87,"g/animal/day",NA,NA,NA,NA,"2007-07-17T07:49:49","2007-07-23T07:27:36",36,42
"GLP003","FW","107001362",NA,246,NA,"WC","Water Consumption","7.5","g","7.50",7.5,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:37:38","2007-07-10T08:01:42",28,29
"GLP003","FW","107001362",NA,247,NA,"WC","Water Consumption","12.3","g","12.30",12.3,"g/animal/day",NA,NA,NA,NA,"2007-07-23T08:44:15","2007-07-24T08:26:10",42,43
"GLP003","FW","107001363",NA,248,NA,"FC","Food Consumption","204.9","g","29.27",29.27,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:59:24","2007-06-19T08:17:18",1,8
"GLP003","FW","107001363",NA,249,NA,"FC","Food Consumption","204.0","g","29.14",29.14,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:17:18","2007-06-26T08:11:41",8,15
"GLP003","FW","107001363",NA,250,NA,"FC","Food Consumption","208.4","g","29.77",29.77,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:11:41","2007-07-03T14:27:05",15,22
"GLP003","FW","107001363",NA,251,NA,"FC","Food Consumption","177.7","g","29.62",29.62,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:27:05","2007-07-09T06:23:24",22,28
"GLP003","FW","107001363",NA,252,NA,"FC","Food Consumption","118.9","g","29.73",29.73,"g/animal/day",NA,NA,NA,NA,"2007-07-13T10:30:55","2007-07-17T07:50:17",32,36
"GLP003","FW","107001363",NA,253,NA,"FC","Food Consumption","186.4","g","31.07",31.07,"g/animal/day",NA,NA,NA,NA,"2007-07-17T07:50:17","2007-07-23T07:27:50",36,42
"GLP003","FW","107001363",NA,254,NA,"WC","Water Consumption","17.6","g","17.60",17.6,"g/animal/day",NA,NA,NA,NA,"2007-07-10T06:41:12","2007-07-11T08:16:17",29,30
"GLP003","FW","107001363",NA,255,NA,"WC","Water Consumption","17.7","g","17.70",17.7,"g/animal/day",NA,NA,NA,NA,"2007-07-23T08:44:27","2007-07-24T08:26:27",42,43
"GLP003","FW","107001473",NA,256,NA,"FC","Food Consumption","175.7","g","25.10",25.1,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:59:31","2007-06-19T08:17:34",1,8
"GLP003","FW","107001473",NA,257,NA,"FC","Food Consumption","167.7","g","23.96",23.96,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:17:35","2007-06-26T08:11:58",8,15
"GLP003","FW","107001473",NA,258,NA,"FC","Food Consumption","168.8","g","24.11",24.11,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:11:59","2007-07-03T14:27:39",15,22
"GLP003","FW","107001473",NA,259,NA,"FC","Food Consumption","150.1","g","25.02",25.02,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:27:39","2007-07-09T06:23:36",22,28
"GLP003","FW","107001473",NA,260,NA,"FC","Food Consumption","111.6","g","27.90",27.9,"g/animal/day",NA,NA,NA,NA,"2007-07-13T10:31:05","2007-07-17T07:50:46",32,36
"GLP003","FW","107001473",NA,261,NA,"FC","Food Consumption","169.8","g","28.30",28.3,"g/animal/day",NA,NA,NA,NA,"2007-07-17T07:50:46","2007-07-23T07:28:06",36,42
"GLP003","FW","107001473",NA,262,NA,"WC","Water Consumption","20.5","g","20.50",20.5,"g/animal/day",NA,NA,NA,NA,"2007-07-10T06:41:28","2007-07-11T08:16:26",29,30
"GLP003","FW","107001473",NA,263,NA,"WC","Water Consumption","17.0","g","17.00",17,"g/animal/day",NA,NA,NA,NA,"2007-07-23T08:44:41","2007-07-24T08:26:45",42,43
"GLP003","FW","107001525",NA,264,NA,"FC","Food Consumption","134.7","g","19.24",19.24,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:17:10","2007-06-21T08:34:38",1,8
"GLP003","FW","107001525",NA,265,NA,"FC","Food Consumption","137.3","g","19.61",19.61,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:34:38","2007-06-28T08:09:52",8,15
"GLP003","FW","107001525",NA,266,NA,"FC","Food Consumption","137.3","g","19.61",19.61,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:09:53","2007-07-05T13:19:00",15,22
"GLP003","FW","107001525",NA,267,NA,"FC","Food Consumption","108.5","g","18.08",18.08,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:19:00","2007-07-11T06:17:14",22,28
"GLP003","FW","107001525",NA,268,NA,"WC","Water Consumption","11.1","g","11.10",11.1,"g/animal/day",NA,NA,NA,NA,"2007-07-11T06:38:51","2007-07-12T08:18:31",28,29
"GLP003","FW","107001541",NA,269,NA,"FC","Food Consumption","151.2","g","21.60",21.6,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:17:16","2007-06-21T08:34:53",1,8
"GLP003","FW","107001541",NA,270,NA,"FC","Food Consumption","159.1","g","22.73",22.73,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:34:53","2007-06-28T08:10:04",8,15
"GLP003","FW","107001541",NA,271,NA,"FC","Food Consumption","155.2","g","22.17",22.17,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:10:04","2007-07-05T13:19:18",15,22
"GLP003","FW","107001541",NA,272,NA,"FC","Food Consumption","120.3","g","20.05",20.05,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:19:18","2007-07-11T06:17:24",22,28
"GLP003","FW","107001541",NA,273,NA,"WC","Water Consumption","21.6","g","21.60",21.6,"g/animal/day",NA,NA,NA,NA,"2007-07-11T06:39:03","2007-07-12T08:18:43",28,29
"GLP003","FW","107001579",NA,274,NA,"FC","Food Consumption","141.9","g","20.27",20.27,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:17:21","2007-06-21T08:35:11",1,8
"GLP003","FW","107001579",NA,275,NA,"FC","Food Consumption","155.2","g","22.17",22.17,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:35:11","2007-06-28T08:10:20",8,15
"GLP003","FW","107001579",NA,276,NA,"FC","Food Consumption","157.9","g","22.56",22.56,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:10:20","2007-07-05T13:19:33",15,22
"GLP003","FW","107001579",NA,277,NA,"FC","Food Consumption","119.9","g","19.98",19.98,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:19:33","2007-07-11T06:17:33",22,28
"GLP003","FW","107001579",NA,278,NA,"WC","Water Consumption","11.2","g","11.20",11.2,"g/animal/day",NA,NA,NA,NA,"2007-07-11T06:39:14","2007-07-12T08:18:53",28,29
"GLP003","FW","107001534",NA,279,NA,"FC","Food Consumption","148.7","g","21.24",21.24,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:17:28","2007-06-21T08:35:31",1,8
"GLP003","FW","107001534",NA,280,NA,"FC","Food Consumption","149.9","g","21.41",21.41,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:35:31","2007-06-28T08:10:40",8,15
"GLP003","FW","107001534",NA,281,NA,"FC","Food Consumption","150.2","g","21.46",21.46,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:10:40","2007-07-05T13:19:53",15,22
"GLP003","FW","107001534",NA,282,NA,"FC","Food Consumption","123.3","g","20.55",20.55,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:19:53","2007-07-11T06:17:42",22,28
"GLP003","FW","107001534",NA,283,NA,"WC","Water Consumption","42.1","g","42.10",42.1,"g/animal/day",NA,NA,NA,NA,"2007-07-11T06:39:23","2007-07-12T08:19:05",28,29
