"STUDYID","DOMAIN","USUBJID","SUBJID","RFSTDTC","RFENDTC","SITEID","BRTHDTC","AGE","AGETXT","AGEU","SEX","SPECIES","STRAIN","SBSTRAIN","ARMCD","ARM","SETCD"
"GLP003","DM","107001635","6207","2007-06-14","2007-07-12T11:04:48",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001597","6208","2007-06-14","2007-07-12T11:04:53",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001613","6209","2007-06-14","2007-07-12T11:04:58",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001373","7101","2007-06-12","2007-07-10T14:31:48",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001481","7102","2007-06-12","2007-07-10T14:31:54",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001457","7103","2007-06-12","2007-07-10T14:32:03",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001418","7104","2007-06-12","2007-07-10T14:32:08",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001479","7105","2007-06-12","2007-07-10T14:32:13",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001498","7106","2007-06-12","2007-07-10T14:32:19",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001371","7107","2007-06-12","2007-07-10T14:32:24",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001489","7108","2007-06-12","2007-07-10T14:32:31",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001451","7109","2007-06-12","2007-07-10T14:32:37",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001542","7201","2007-06-14","2007-07-12T11:05:05",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001639","7202","2007-06-14","2007-07-12T11:05:10",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001577","7203","2007-06-14","2007-07-12T11:05:16",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001551","7204","2007-06-14","2007-07-12T11:05:23",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001603","7205","2007-06-14","2007-07-12T11:05:29",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001648","7206","2007-06-14","2007-07-12T11:05:34",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001626","7207","2007-06-14","2007-07-12T11:06:07",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001606","7208","2007-06-14","2007-07-12T11:05:58",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001600","7209","2007-06-14","2007-07-12T11:06:14",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","7"
"GLP003","DM","107001407","8101","2007-06-12","2007-07-10T14:32:45",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001436","8102","2007-06-12","2007-07-10T14:32:50",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001395","8103","2007-06-12","2007-07-10T14:32:56",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001378","8104","2007-06-12","2007-07-10T14:33:02",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001464","8105","2007-06-12","2007-07-10T14:33:10",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001450","8106","2007-06-12","2007-07-10T14:33:16",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001471","8107","2007-06-12","2007-07-10T14:33:21",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001385","8108","2007-06-12","2007-07-10T14:33:26",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001367","8109","2007-06-12","2007-07-10T14:33:33",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001526","8201","2007-06-14","2007-07-12T11:06:20",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001634","8202","2007-06-14","2007-07-12T11:06:25",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001564","8203","2007-06-14","2007-07-12T11:06:31",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001575","8204","2007-06-14","2007-07-12T11:06:37",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001503","8205","2007-06-14","2007-07-12T11:06:43",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001527","8206","2007-06-14","2007-07-12T11:06:48",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001512","8207","2007-06-14","2007-07-12T11:06:54",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001601","8208","2007-06-14","2007-07-12T11:06:59",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001590","8209","2007-06-14","2007-07-12T11:07:03",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","8"
"GLP003","DM","107001352","9101","2007-06-12","2007-07-10T14:33:38",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001406","9102","2007-06-12","2007-07-10T14:33:43",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001442","9103","2007-06-12","2007-07-10T14:33:47",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001429","9104","2007-06-12","2007-07-10T14:33:53",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001409","9105","2007-06-12","2007-07-10T14:33:58",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001430","9106","2007-06-12","2007-07-10T14:34:08",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001444","9107","2007-06-12","2007-07-10T14:34:15",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001354","9108","2007-06-12","2007-07-10T14:34:21",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001402","9109","2007-06-12","2007-07-10T14:34:26",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001557","9201","2007-06-14","2007-07-12T11:07:09",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001572","9202","2007-06-14","2007-07-12T11:07:14",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001632","9203","2007-06-14","2007-07-12T11:07:19",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001550","9204","2007-06-14","2007-07-12T11:07:24",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001593","9205","2007-06-14","2007-07-12T11:07:29",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001596","9206","2007-06-14","2007-07-12T11:07:33",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001642","9207","2007-06-14","2007-06-14T14:55:50",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001586","9208","2007-06-14","2007-07-12T11:07:39",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001546","9209","2007-06-14","2007-07-12T11:07:45",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001623","9210","2007-06-14","2007-07-12T11:07:50",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","9"
"GLP003","DM","107001405","10101","2007-06-12","2007-07-10T14:34:32",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001463","10102","2007-06-12","2007-07-10T14:34:39",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001494","10103","2007-06-12","2007-07-10T14:34:46",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001453","10104","2007-06-12","2007-07-10T14:34:58",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001448","10105","2007-06-12","2007-07-10T14:35:03",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001413","10106","2007-06-12","2007-07-10T14:35:09",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001476","10107","2007-06-12","2007-07-10T14:35:16",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001380","10108","2007-06-12","2007-07-10T14:35:22",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001417","10109","2007-06-12","2007-07-10T14:35:28",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001548","10201","2007-06-14","2007-07-12T11:07:55",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001523","10202","2007-06-14","2007-07-12T11:08:00",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001611","10203","2007-06-14","2007-07-12T11:08:04",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001502","10204","2007-06-14","2007-07-12T11:08:09",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001510","10205","2007-06-14","2007-07-12T11:08:14",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001509","10206","2007-06-14","2007-07-12T11:08:20",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001549","10207","2007-06-14","2007-07-12T11:08:25",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001605","10208","2007-06-14","2007-07-12T11:08:29",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","10"
"GLP003","DM","107001591","10209","2007-06-14","2007-07-12T11:08:35",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","10"
