"STUDYID","DOMAIN","USUBJID","POOLID","LBSEQ","LBGRPID","LBREFID","LBSPID","LBTESTCD","LBTEST","LBCAT","LBSCAT","LBORRES","LBORRESU","LBORNRLO","LBORNRHI","LBSTRESC","LBSTRESN","LBSTRESU","LBSTNRLO","LBSTNRHI","LBSTNRC","LBNRIND","LBSTAT","LBREASND","LBNAM","LBSPEC","LBANTREG","LBSPCCND","LBSPCUFL","LBLOC","LBLAT","LBDIR","LBPORTOT","LBMETHOD","LBBLFL","LBFAST","LBDRVFL","LBTOX","LBTOXGR","LBEXCLFL","LBREASEX","VISITDY","LBDTC","LBENDTC","LBDY","LBENDY","LBTPT","LBTPTNUM","LBELTM","LBTPTREF","LBRFTDTC"
"GLP003","LB","107001381",NA,972,NA,NA,NA,"HCT","Hematocrit","HEMATOLOGY",NA,"52.0","%",NA,NA,"52.0",52,"%",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,973,NA,NA,NA,"MCV","Ery. Mean Corpuscular Volume","HEMATOLOGY",NA,"52.8","fL",NA,NA,"52.8",52.8,"fL",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,974,NA,NA,NA,"MCH","Ery. Mean Corpuscular Hemoglobin","HEMATOLOGY",NA,"18.6","pg",NA,NA,"18.6",18.6,"pg",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,975,NA,NA,NA,"MCHC","Ery. Mean Corpuscular HGB Concentration","HEMATOLOGY",NA,"35.2","g/dL",NA,NA,"35.2",35.2,"g/dL",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,976,NA,NA,NA,"RDW","Erythrocytes Distribution Width","HEMATOLOGY",NA,"11.5","%",NA,NA,"11.5",11.5,"%",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,977,NA,NA,NA,"PLAT","Platelets","HEMATOLOGY",NA,"1176","10^9/L",NA,NA,"1176",1176,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,978,NA,NA,NA,"RETIRBC","Reticulocytes/Erythrocytes","HEMATOLOGY",NA,"2.1","%",NA,NA,"2.1",2.1,"%",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,979,NA,NA,NA,"RETI","Reticulocytes","HEMATOLOGY",NA,"0.208","10^12/L",NA,NA,"0.208",0.208,"10^12/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,980,NA,NA,NA,"NEUT","Neutrophils","HEMATOLOGY",NA,"1.22","10^9/L",NA,NA,"1.22",1.22,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,981,NA,NA,NA,"LYM","Lymphocytes","HEMATOLOGY",NA,"7.87","10^9/L",NA,NA,"7.87",7.87,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,982,NA,NA,NA,"MONO","Monocytes","HEMATOLOGY",NA,"0.29","10^9/L",NA,NA,"0.29",0.29,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,983,NA,NA,NA,"EOS","Eosinophils","HEMATOLOGY",NA,"0.05","10^9/L",NA,NA,"0.05",0.05,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,984,NA,NA,NA,"BASO","Basophils","HEMATOLOGY",NA,"0.15","10^9/L",NA,NA,"0.15",0.15,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,985,NA,NA,NA,"LGUNSCE","Large Unstained Cells","HEMATOLOGY",NA,"0.07","10^9/L",NA,NA,"0.07",0.07,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,986,NA,NA,NA,"ALT","Alanine Aminotransferase","SERUM CHEMISTRY",NA,"41","U/L",NA,NA,"41",41,"U/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,987,NA,NA,NA,"ALB","Albumin","SERUM CHEMISTRY",NA,"3.6","g/dL",NA,NA,"3.6",3.6,"g/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,988,NA,NA,NA,"ALBGLOB","Albumin/Globulin","SERUM CHEMISTRY",NA,"1.1","RATIO",NA,NA,"1.1",1.1,"RATIO",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,989,NA,NA,NA,"ALP","Alkaline Phosphatase","SERUM CHEMISTRY",NA,"153","U/L",NA,NA,"153",153,"U/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,990,NA,NA,NA,"AST","Aspartate Aminotransferase","SERUM CHEMISTRY",NA,"80","U/L",NA,NA,"80",80,"U/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,991,NA,NA,NA,"BUN","Blood Urea Nitrogen","SERUM CHEMISTRY",NA,"15","mg/dL",NA,NA,"15",15,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,992,NA,NA,NA,"CA","Calcium","SERUM CHEMISTRY",NA,"12.7","mg/dL",NA,NA,"12.7",12.7,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,993,NA,NA,NA,"CL","Chloride","SERUM CHEMISTRY",NA,"103","mEq/L",NA,NA,"103",103,"mEq/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,994,NA,NA,NA,"CHOL","Cholesterol","SERUM CHEMISTRY",NA,"66","mg/dL",NA,NA,"66",66,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,995,NA,NA,NA,"CREAT","Creatinine","SERUM CHEMISTRY",NA,"0.45","mg/dL",NA,NA,"0.45",0.45,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,996,NA,NA,NA,"GLOBUL","Globulin","SERUM CHEMISTRY",NA,"3.3","g/dL",NA,NA,"3.3",3.3,"g/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,997,NA,NA,NA,"GLUC","Glucose","SERUM CHEMISTRY",NA,"104","mg/dL",NA,NA,"104",104,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,998,NA,NA,NA,"K","Potassium","SERUM CHEMISTRY",NA,"4.6","mEq/L",NA,NA,"4.6",4.6,"mEq/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,999,NA,NA,NA,"PHOS","Phosphate","SERUM CHEMISTRY",NA,"7.4","mg/dL",NA,NA,"7.4",7.4,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1000,NA,NA,NA,"SODIUM","Sodium","SERUM CHEMISTRY",NA,"143","mEq/L",NA,NA,"143",143,"mEq/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1001,NA,NA,NA,"BILI","Bilirubin","SERUM CHEMISTRY",NA,"0.10","mg/dL",NA,NA,"0.10",0.1,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1002,NA,NA,NA,"PROT","Protein","SERUM CHEMISTRY",NA,"6.9","g/dL",NA,NA,"6.9",6.9,"g/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1003,NA,NA,NA,"TRIG","Triglycerides","SERUM CHEMISTRY",NA,"19","mg/dL",NA,NA,"19",19,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1004,NA,NA,NA,"APTT","Activated Partial Thromboplastin Time","COAGULATION",NA,"15.8","sec",NA,NA,"15.8",15.8,"sec",NA,NA,NA,NA,NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1005,NA,NA,NA,"PT","Prothrombin Time","COAGULATION",NA,"17.0","sec",NA,NA,"17.0",17,"sec",NA,NA,NA,NA,NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1006,NA,NA,NA,"FIBRINO","Fibrinogen","COAGULATION",NA,"288","mg/dL",NA,NA,"288",288,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T09:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1007,NA,NA,NA,"CLARITY","Clarity","URINALYSIS",NA,"CLOUDY",NA,NA,NA,"CLOUDY",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1008,NA,NA,NA,"COLOR","Color","URINALYSIS",NA,"YELLOW",NA,NA,NA,"YELLOW",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1009,NA,NA,NA,"BILI","Bilirubin","URINALYSIS",NA,"NEGATIVE",NA,NA,NA,"NEGATIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,"Atlas",NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1010,NA,NA,NA,"GLUC","Glucose","URINALYSIS",NA,"NEGATIVE",NA,NA,NA,"NEGATIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,"Atlas, qualitative",NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1011,NA,NA,NA,"OCCBLD","Occult Blood","URINALYSIS",NA,"NEGATIVE",NA,NA,NA,"NEGATIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1012,NA,NA,NA,"KETONES","Ketones","URINALYSIS",NA,"TRACE",NA,NA,NA,"TRACE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1013,NA,NA,NA,"PH","pH","URINALYSIS",NA,"6.0","pH",NA,NA,"6.0",6,"pH",NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1014,NA,NA,NA,"SPGRAV","Specific Gravity","URINALYSIS",NA,"1.018",NA,NA,NA,"1.018",1.018,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1015,NA,NA,NA,"UROBIL","Urobilinogen","URINALYSIS",NA,"0.2","mg/dL",NA,NA,"0.2",0.2,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1016,NA,NA,NA,"VOLUME","Volume","URINALYSIS",NA,"18","mL",NA,NA,"18",18,"mL",NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1017,NA,NA,NA,"ANISO","Anisocytes","HEMATOLOGY",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T10:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1018,NA,NA,NA,"RBCINCL","RBC Inclusions","HEMATOLOGY",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T10:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1019,NA,NA,NA,"PLATM","Platelet Morphology","HEMATOLOGY",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T10:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1020,NA,NA,NA,"POIKILO","Poikilocytes","HEMATOLOGY",NA,"2+",NA,NA,NA,"2+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T10:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1021,NA,NA,NA,"POLYCHR","Polychromasia","HEMATOLOGY",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T10:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1022,NA,NA,NA,"WBCMORPH","Leukocyte Cell Morphology","HEMATOLOGY",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T10:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1023,NA,NA,NA,"CYAMORPH","Amorphous Crystals","URINALYSIS",NA,"1+",NA,NA,NA,"1+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1024,NA,NA,NA,"BACT","Bacteria","URINALYSIS",NA,"2+",NA,NA,NA,"2+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1025,NA,NA,NA,"CYCACAR","Calcium Carbonate Crystals","URINALYSIS",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1026,NA,NA,NA,"CYCAOXA","Calcium Oxalate Crystals","URINALYSIS",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1027,NA,NA,NA,"EPIC","Epithelial Cells","URINALYSIS",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1028,NA,NA,NA,"CASTS","Casts","URINALYSIS",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1029,NA,NA,NA,"MISC","Miscellaneous Cell Types","URINALYSIS",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1030,NA,NA,NA,"CYTRPHOS","Triple Phosphate Crystals","URINALYSIS",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1031,NA,NA,NA,"SPERM","Spermatozoa","URINALYSIS",NA,"1+",NA,NA,NA,"1+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1032,NA,NA,NA,"WBC","Leukocytes","URINALYSIS",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1033,NA,NA,NA,"RBC","Erythrocytes","URINALYSIS",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1034,NA,NA,NA,"CRYOTHER","Other Crystals","URINALYSIS",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T07:28:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1035,NA,NA,NA,"PROT","Protein","URINALYSIS",NA,"40","mg/dL",NA,NA,"40",40,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-10T14:20:00",NA,29,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1036,NA,NA,NA,"BICARB","Bicarbonate","SERUM CHEMISTRY",NA,"17","mmol/L",NA,NA,"17",17,"mmol/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T08:20:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001381",NA,1038,NA,NA,NA,"RBCMORPH","Erythrocyte Cell Morphology","HEMATOLOGY",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-11T10:00:00",NA,30,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001382",NA,1039,NA,NA,NA,"WBC","Leukocytes","HEMATOLOGY",NA,"26.29","10^9/L",NA,NA,"26.29",26.29,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,"2007-07-10T08:00:00",NA,29,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001382",NA,1040,NA,NA,NA,"RBC","Erythrocytes","HEMATOLOGY",NA,"9.32","10^12/L",NA,NA,"9.32",9.32,"10^12/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,"2007-07-10T08:00:00",NA,29,NA,NA,NA,NA,NA,NA
"GLP003","LB","107001382",NA,1041,NA,NA,NA,"HGB","Hemoglobin","HEMATOLOGY",NA,"17.6","g/dL",NA,NA,"17.6",17.6,"g/dL",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,"2007-07-10T08:00:00",NA,29,NA,NA,NA,NA,NA,NA
