"STUDYID","DOMAIN","USUBJID","POOLID","EXSEQ","EXTRT","EXDOSE","EXDOSTXT","EXDOSU","EXDOSFRM","EXDOSFRQ","EXROUTE","EXLOT","EXLOC","EXMETHOD","EXTRTV","EXVAMT","EXVAMTU","EXADJ","EXSTDTC","EXENDTC","EXSTDY","EXENDY","EXDUR","EXTPT","EXTPTNUM","EXELTM","EXTPTREF","EXRFTDTC"
"PDS2014","EX","PDS2014-0042",NA,978,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-03T09:20:15",NA,24,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0042",NA,979,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-04T08:56:13",NA,25,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0042",NA,980,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-05T09:33:19",NA,26,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0042",NA,981,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-06T09:25:50",NA,27,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0042",NA,982,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-07T08:23:09",NA,28,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0042",NA,983,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-08T08:36:19",NA,29,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0042",NA,984,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-09T08:22:40",NA,30,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,985,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-11T10:17:20",NA,1,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,986,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-12T11:32:22",NA,2,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,987,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-13T12:36:29",NA,3,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,988,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-14T10:55:31",NA,4,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,989,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-15T09:58:30",NA,5,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,990,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-16T09:14:21",NA,6,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,991,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-17T08:36:29",NA,7,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,992,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-18T08:48:46",NA,8,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,993,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-19T13:29:58",NA,9,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,994,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-20T11:29:13",NA,10,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,995,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-21T08:05:30",NA,11,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,996,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-22T08:32:17",NA,12,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,997,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-23T08:01:23",NA,13,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,998,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-24T08:23:28",NA,14,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,999,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-25T08:25:29",NA,15,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,1000,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-26T07:42:47",NA,16,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,1001,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-27T10:40:06",NA,17,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,1002,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-28T08:21:08",NA,18,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,1003,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-29T10:01:52",NA,19,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,1004,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-30T09:18:06",NA,20,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,1005,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-31T09:13:33",NA,21,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,1006,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-01T07:13:11",NA,22,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,1007,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-02T10:42:29",NA,23,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,1008,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-03T09:20:30",NA,24,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,1009,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-04T08:56:33",NA,25,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,1010,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-05T09:33:56",NA,26,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,1011,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-06T09:25:32",NA,27,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,1012,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-07T08:23:32",NA,28,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,1013,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-08T08:37:11",NA,29,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0043",NA,1014,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-09T08:23:44",NA,30,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1015,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-11T10:17:43",NA,1,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1016,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-12T11:32:02",NA,2,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1017,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-13T12:36:47",NA,3,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1018,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-14T10:55:54",NA,4,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1019,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-15T09:59:06",NA,5,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1020,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-16T09:15:10",NA,6,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1021,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-17T08:37:11",NA,7,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1022,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-18T08:49:12",NA,8,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1023,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-19T13:29:27",NA,9,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1024,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-20T11:29:31",NA,10,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1025,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-21T08:06:17",NA,11,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1026,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-22T08:32:53",NA,12,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1027,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-23T08:00:23",NA,13,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1028,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-24T08:23:45",NA,14,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1029,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-25T08:25:46",NA,15,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1030,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-26T07:38:38",NA,16,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1031,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-27T10:40:28",NA,17,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1032,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-28T08:20:50",NA,18,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1033,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-29T10:03:17",NA,19,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1034,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-30T09:18:53",NA,20,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1035,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-31T09:13:51",NA,21,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1036,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-01T07:14:00",NA,22,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1037,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-02T10:43:50",NA,23,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1038,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-03T09:21:00",NA,24,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1039,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-04T08:56:55",NA,25,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1040,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-05T09:33:37",NA,26,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1041,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-06T09:26:53",NA,27,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1042,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-07T08:23:53",NA,28,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1043,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-08T08:36:50",NA,29,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0044",NA,1044,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-09T08:25:43",NA,30,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1045,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-11T10:16:56",NA,1,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1046,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-12T11:33:25",NA,2,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1047,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-13T12:37:12",NA,3,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1048,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-14T10:56:15",NA,4,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1049,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-15T09:58:17",NA,5,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1050,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-16T09:14:56",NA,6,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1051,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-17T08:34:31",NA,7,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1052,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-18T08:48:19",NA,8,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1053,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-19T13:31:08",NA,9,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1054,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-20T11:28:53",NA,10,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1055,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-21T08:06:39",NA,11,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1056,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-22T08:33:07",NA,12,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1057,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-23T08:01:39",NA,13,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1058,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-24T08:23:07",NA,14,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1059,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-25T08:25:05",NA,15,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1060,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-26T07:38:15",NA,16,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1061,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-27T10:39:27",NA,17,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1062,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-28T08:21:45",NA,18,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1063,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-29T10:02:30",NA,19,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1064,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-30T09:19:18",NA,20,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1065,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-31T09:14:27",NA,21,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1066,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-01T07:13:34",NA,22,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1067,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-02T10:42:50",NA,23,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1068,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-03T09:21:37",NA,24,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1069,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-04T08:55:52",NA,25,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1070,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-05T09:32:52",NA,26,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1071,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-06T09:26:13",NA,27,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1072,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-07T08:24:18",NA,28,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1073,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-08T08:38:04",NA,29,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0045",NA,1074,"PDS-FAKEDRUG-111",200,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-09T08:26:44",NA,30,NA,NA,NA,NA,NA,NA,NA
