"STUDYID","DOMAIN","USUBJID","SESEQ","ETCD","ELEMENT","SESTDTC","SEENDTC","SEUPDES"
"PDS2014","SE","PDS2014-0152",2,"11","F - Medium - TRM","2010-12-11T00:00:00","2011-01-09T13:57:13",NA
"PDS2014","SE","PDS2014-0153",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0153",2,"11","F - Medium - TRM","2010-12-11T00:00:00","2011-01-09T13:56:46",NA
"PDS2014","SE","PDS2014-0161",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0161",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-09T08:42:30",NA
"PDS2014","SE","PDS2014-0162",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0162",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-09T08:43:44",NA
"PDS2014","SE","PDS2014-0163",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0163",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-09T08:45:52",NA
"PDS2014","SE","PDS2014-0164",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0164",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-09T08:46:32",NA
"PDS2014","SE","PDS2014-0165",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0165",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-09T08:47:42",NA
"PDS2014","SE","PDS2014-0166",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0166",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-10T08:46:00",NA
"PDS2014","SE","PDS2014-0167",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0167",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-10T08:46:58",NA
"PDS2014","SE","PDS2014-0168",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0168",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-10T08:47:36",NA
"PDS2014","SE","PDS2014-0169",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0169",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-10T08:48:27",NA
"PDS2014","SE","PDS2014-0170",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0170",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-10T08:49:20",NA
"PDS2014","SE","PDS2014-0171",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0171",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-10T00:00:00",NA
"PDS2014","SE","PDS2014-0171",3,"03","Recovery Period","2011-01-10T00:00:00","2011-02-06T08:03:38",NA
"PDS2014","SE","PDS2014-0172",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0172",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-10T00:00:00",NA
"PDS2014","SE","PDS2014-0172",3,"03","Recovery Period","2011-01-10T00:00:00","2011-02-06T08:04:34",NA
"PDS2014","SE","PDS2014-0173",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0173",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-10T00:00:00",NA
"PDS2014","SE","PDS2014-0173",3,"03","Recovery Period","2011-01-10T00:00:00","2011-02-06T08:05:55",NA
"PDS2014","SE","PDS2014-0174",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0174",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-10T00:00:00",NA
"PDS2014","SE","PDS2014-0174",3,"03","Recovery Period","2011-01-10T00:00:00","2011-02-06T08:07:01",NA
"PDS2014","SE","PDS2014-0175",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0175",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-10T00:00:00",NA
"PDS2014","SE","PDS2014-0175",3,"03","Recovery Period","2011-01-10T00:00:00","2011-02-06T08:08:03",NA
"PDS2014","SE","PDS2014-0176",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0176",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-11T09:18:13",NA
"PDS2014","SE","PDS2014-0177",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0177",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-11T09:17:49",NA
"PDS2014","SE","PDS2014-0178",1,"01","Pre-dosing","2010-12-04T00:00:00","2010-12-11T00:00:00",NA
"PDS2014","SE","PDS2014-0178",2,"12","F - High - TRM","2010-12-11T00:00:00","2011-01-11T09:17:30",NA
