"STUDYID","DOMAIN","USUBJID","MASEQ","MAGRPID","MAREFID","MASPID","MATESTCD","MATEST","MABODSYS","MAORRES","MASTRESC","MASTAT","MAREASND","MANAM","MASPEC","MAANTREG","MASPCCND","MASPCUFL","MALAT","MADIR","MAPORTOT","MAEVAL","MASEV","MADTHREL","MADTC","MADY"
"PDS2014","MA","PDS2014-0041",948,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LYMPH NODE, MESENTERIC",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T10:18:00",30
"PDS2014","MA","PDS2014-0041",949,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARGE INTESTINE, CECUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T10:18:00",30
"PDS2014","MA","PDS2014-0041",950,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARGE INTESTINE, COLON",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T10:18:00",30
"PDS2014","MA","PDS2014-0041",951,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SMALL INTESTINE, ILEUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T10:18:00",30
"PDS2014","MA","PDS2014-0041",952,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T10:18:00",30
"PDS2014","MA","PDS2014-0041",953,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"URETER",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T10:18:00",30
"PDS2014","MA","PDS2014-0041",954,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"KIDNEY",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T10:18:00",30
"PDS2014","MA","PDS2014-0041",955,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"URINARY BLADDER",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T10:18:00",30
"PDS2014","MA","PDS2014-0041",956,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"TESTIS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T10:18:00",30
"PDS2014","MA","PDS2014-0041",957,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"EPIDIDYMIS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T10:18:00",30
"PDS2014","MA","PDS2014-0041",958,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T10:18:00",30
"PDS2014","MA","PDS2014-0041",959,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, SEMINAL VESICLE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T10:18:00",30
"PDS2014","MA","PDS2014-0041",960,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SITE, MICROCHIP",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T10:18:00",30
"PDS2014","MA","PDS2014-0041",961,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARGE INTESTINE, RECTUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T10:18:00",30
"PDS2014","MA","PDS2014-0041",962,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"BONE MARROW, FEMUR",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T10:18:00",30
"PDS2014","MA","PDS2014-0042",963,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"frozen sample (co2-ice)","frozen sample (co2-ice)",NA,NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",964,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"NERVE, SCIATIC",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",965,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"MUSCLE, QUADRICEPS FEMORIS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",966,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, SALIVARY, PAROTID",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",967,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",968,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, PARATHYROID",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",969,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARYNX",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",970,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",971,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",972,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"EYE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",973,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, HARDERIAN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",974,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"NOSE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",975,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"TONGUE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",976,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SKIN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",977,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, PREPUTIAL",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",978,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, MAMMARY",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",979,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"BONE MARROW, STERNUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",980,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",981,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"HEART",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",982,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"TRACHEA",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",983,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LUNG",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",984,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"ESOPHAGUS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",985,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"ARTERY, AORTA",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",986,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",987,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"PANCREAS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",988,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"STOMACH",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",989,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SMALL INTESTINE, DUODENUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",990,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SMALL INTESTINE, JEJUNUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",991,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LYMPH NODE, MESENTERIC",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",992,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARGE INTESTINE, CECUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",993,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARGE INTESTINE, COLON",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",994,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SMALL INTESTINE, ILEUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",995,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",996,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"URETER",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",997,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"KIDNEY",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",998,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"URINARY BLADDER",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",999,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"TESTIS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",1000,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"EPIDIDYMIS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",1001,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",1002,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, SEMINAL VESICLE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",1003,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SITE, MICROCHIP",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",1004,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARGE INTESTINE, RECTUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0042",1005,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"BONE MARROW, FEMUR",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T12:02:00",30
"PDS2014","MA","PDS2014-0043",1006,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"frozen sample (co2-ice)","frozen sample (co2-ice)",NA,NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1007,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"small, slight degree","small",NA,NA,NA,"KIDNEY","left",NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1008,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"cysts watery, multiple, pinpoint to 1 mm","cysts watery",NA,NA,NA,"KIDNEY","cortex, left",NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1009,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"focus/area discolored, one, between 6 and 10 mm, white","focus/area discolored",NA,NA,NA,"KIDNEY","medulla, left",NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1010,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"NERVE, SCIATIC",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1011,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"MUSCLE, QUADRICEPS FEMORIS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1012,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, SALIVARY, PAROTID",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1013,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1014,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, PARATHYROID",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1015,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARYNX",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1016,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1017,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1018,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"EYE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1019,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, HARDERIAN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1020,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"NOSE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1021,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"TONGUE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1022,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SKIN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1023,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, PREPUTIAL",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1024,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, MAMMARY",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1025,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"BONE MARROW, STERNUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1026,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1027,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"HEART",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1028,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"TRACHEA",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1029,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LUNG",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1030,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"ESOPHAGUS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1031,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"ARTERY, AORTA",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1032,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1033,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"PANCREAS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1034,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"STOMACH",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1035,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SMALL INTESTINE, DUODENUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1036,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SMALL INTESTINE, JEJUNUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1037,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LYMPH NODE, MESENTERIC",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1038,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARGE INTESTINE, CECUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1039,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARGE INTESTINE, COLON",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1040,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SMALL INTESTINE, ILEUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1041,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MA","PDS2014-0043",1042,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"URETER",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
