"STUDYID","DOMAIN","USUBJID","MISEQ","MIGRPID","MIREFID","MISPID","MITESTCD","MITEST","MIBODSYS","MIORRES","MISTRESC","MIRESCAT","MISTAT","MIREASND","MINAM","MISPEC","MIANTREG","MISPCCND","MISPCUFL","MIMETHOD","MILAT","MIDIR","MIEVAL","MISEV","MIDTHREL","MIDTC","MIDY"
"PDS2014","MI","PDS2014-0043",607,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MI","PDS2014-0043",608,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE MARROW, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MI","PDS2014-0043",609,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MI","PDS2014-0043",610,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Chronic progressive nephropathy, cystic, grade 2","Chronic progressive nephropathy","NON-NEOPLASTIC",NA,NA,NA,"KIDNEY",NA,NA,NA,NA,"UNILATERAL",NA,"PATHOLOGIST","MODERATE",NA,"2011-01-09T14:39:00",30
"PDS2014","MI","PDS2014-0043",611,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MI","PDS2014-0043",612,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T14:39:00",30
"PDS2014","MI","PDS2014-0044",613,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T11:44:00",30
"PDS2014","MI","PDS2014-0044",614,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE MARROW, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T11:44:00",30
"PDS2014","MI","PDS2014-0044",615,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T11:44:00",30
"PDS2014","MI","PDS2014-0044",616,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"MPS-aggregates multifocal, grade 1","MPS-aggregates multifocal","NON-NEOPLASTIC",NA,NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-09T11:44:00",30
"PDS2014","MI","PDS2014-0044",617,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Hypertrophy follicular cell(s), diffuse, grade 1","Hypertrophy follicular cell(s)","NON-NEOPLASTIC",NA,NA,NA,"GLAND, THYROID",NA,NA,NA,NA,"BILATERAL",NA,"PATHOLOGIST","MILD",NA,"2011-01-09T11:44:00",30
"PDS2014","MI","PDS2014-0045",618,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T14:56:00",30
"PDS2014","MI","PDS2014-0045",619,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE MARROW, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T14:56:00",30
"PDS2014","MI","PDS2014-0045",620,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T14:56:00",30
"PDS2014","MI","PDS2014-0045",621,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"MPS-aggregates multifocal, grade 1","MPS-aggregates multifocal","NON-NEOPLASTIC",NA,NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-09T14:56:00",30
"PDS2014","MI","PDS2014-0045",622,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T14:56:00",30
"PDS2014","MI","PDS2014-0046",623,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T10:53:00",31
"PDS2014","MI","PDS2014-0046",624,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE MARROW, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T10:53:00",31
"PDS2014","MI","PDS2014-0046",625,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T10:53:00",31
"PDS2014","MI","PDS2014-0046",626,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"MPS-aggregates multifocal, grade 1","MPS-aggregates multifocal","NON-NEOPLASTIC",NA,NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-10T10:53:00",31
"PDS2014","MI","PDS2014-0046",627,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T10:53:00",31
"PDS2014","MI","PDS2014-0047",628,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:09:00",31
"PDS2014","MI","PDS2014-0047",629,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE MARROW, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:09:00",31
"PDS2014","MI","PDS2014-0047",630,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:09:00",31
"PDS2014","MI","PDS2014-0047",631,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"MPS-aggregates multifocal, grade 1","MPS-aggregates multifocal","NON-NEOPLASTIC",NA,NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-10T14:09:00",31
"PDS2014","MI","PDS2014-0047",632,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:09:00",31
"PDS2014","MI","PDS2014-0048",633,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Vacuolization, cortex, diffuse, grade 1","Vacuolization","NON-NEOPLASTIC",NA,NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,"BILATERAL",NA,"PATHOLOGIST","MILD",NA,"2011-01-10T10:55:00",31
"PDS2014","MI","PDS2014-0048",634,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE MARROW, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T10:55:00",31
"PDS2014","MI","PDS2014-0048",635,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T10:55:00",31
"PDS2014","MI","PDS2014-0048",636,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T10:55:00",31
"PDS2014","MI","PDS2014-0048",637,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T10:55:00",31
"PDS2014","MI","PDS2014-0049",638,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:07:00",31
"PDS2014","MI","PDS2014-0049",639,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE MARROW, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:07:00",31
"PDS2014","MI","PDS2014-0049",640,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:07:00",31
"PDS2014","MI","PDS2014-0049",641,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:07:00",31
"PDS2014","MI","PDS2014-0049",642,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:07:00",31
"PDS2014","MI","PDS2014-0050",643,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T12:27:00",31
"PDS2014","MI","PDS2014-0050",644,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE MARROW, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T12:27:00",31
"PDS2014","MI","PDS2014-0050",645,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T12:27:00",31
"PDS2014","MI","PDS2014-0050",646,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"MPS-aggregates multifocal, grade 1","MPS-aggregates multifocal","NON-NEOPLASTIC",NA,NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-10T12:27:00",31
"PDS2014","MI","PDS2014-0050",647,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T12:27:00",31
"PDS2014","MI","PDS2014-0061",648,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Vacuolization, cortex, diffuse, grade 1","Vacuolization","NON-NEOPLASTIC",NA,NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,"BILATERAL",NA,"PATHOLOGIST","MILD",NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",649,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"ARTERY, AORTA",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",650,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Hyperplasia diffuse, grade 1","Hyperplasia diffuse","NON-NEOPLASTIC",NA,NA,NA,"BONE MARROW, FEMUR",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",651,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Fat vacuoles, diffuse, grade 1","Fat vacuoles","NON-NEOPLASTIC",NA,NA,NA,"BONE MARROW, FEMUR",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",652,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Hyperplasia diffuse, grade 1","Hyperplasia diffuse","NON-NEOPLASTIC",NA,NA,NA,"BONE MARROW, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",653,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",654,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"JOINT, STIFLE",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",655,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",656,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, COAGULATING",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",657,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"EPIDIDYMIS",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",658,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"ESOPHAGUS",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",659,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"EYE",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",660,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, HARDERIAN",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",661,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"HEART",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",662,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Basophilia tubule(s), cortex, focal/multifocal, grade 1","Basophilia tubule(s)","NON-NEOPLASTIC",NA,NA,NA,"KIDNEY",NA,NA,NA,NA,"BILATERAL",NA,"PATHOLOGIST","MILD",NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",663,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Inflammation chronic, cortex, focal/multifocal, grade 1","Inflammation chronic","NON-NEOPLASTIC",NA,NA,NA,"KIDNEY",NA,NA,NA,NA,"UNILATERAL",NA,"PATHOLOGIST","MILD",NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",664,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LARGE INTESTINE, COLON",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",665,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LARGE INTESTINE, RECTUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",666,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LARGE INTESTINE, CECUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",667,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Inflammation chronic, grade 1","Inflammation chronic","NON-NEOPLASTIC",NA,NA,NA,"LARYNX",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",668,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"MPS-aggregates multifocal, grade 1","MPS-aggregates multifocal","NON-NEOPLASTIC",NA,NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",669,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Macrophages intra-alveolar focal/multifocal, grade 1","Macrophages intra-alveolar focal/multifocal","NON-NEOPLASTIC",NA,NA,NA,"LUNG",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",670,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LYMPH NODE, MESENTERIC",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",671,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LYMPH NODE, POPLITEAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",672,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, MAMMARY",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",673,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"NERVE, OPTIC",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",674,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"PANCREAS",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",675,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, PARATHYROID",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",676,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"NERVE, SCIATIC",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",677,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"PEYER'S PATCH",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",678,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",679,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Inflammation chronic, ventral, grade 1","Inflammation chronic","NON-NEOPLASTIC",NA,NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",680,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, SALIVARY, SUBLINGUAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",681,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, SALIVARY, SUBMANDIBULAR",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",682,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, SALIVARY, PAROTID",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",683,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, SEMINAL VESICLE",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",684,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"MUSCLE, QUADRICEPS FEMORIS",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",685,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SKIN",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",686,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SMALL INTESTINE, DUODENUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",687,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SMALL INTESTINE, ILEUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",688,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SMALL INTESTINE, JEJUNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",689,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SPINAL CORD, CERVICAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",690,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SPINAL CORD, LUMBAR",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",691,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SPINAL CORD, THORACIC",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",692,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Congestion, red pulp, diffuse, grade 1","Congestion","NON-NEOPLASTIC",NA,NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",693,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"STOMACH",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",694,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"TESTIS",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",695,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",696,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",697,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"TONGUE",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",698,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"TRACHEA",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",699,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"URETER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0061",700,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"URINARY BLADDER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-09T10:39:00",30
"PDS2014","MI","PDS2014-0062",701,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Vacuolization, cortex, diffuse, grade 1","Vacuolization","NON-NEOPLASTIC",NA,NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,"BILATERAL",NA,"PATHOLOGIST","MILD",NA,"2011-01-09T13:13:00",30
