"STUDYID","DOMAIN","USUBJID","POOLID","LBSEQ","LBGRPID","LBREFID","LBSPID","LBTESTCD","LBTEST","LBCAT","LBSCAT","LBORRES","LBORRESU","LBORNRLO","LBORNRHI","LBSTRESC","LBSTRESN","LBSTRESU","LBSTNRLO","LBSTNRHI","LBSTNRC","LBNRIND","LBSTAT","LBREASND","LBNAM","LBSPEC","LBANTREG","LBSPCCND","LBSPCUFL","LBLOC","LBLAT","LBDIR","LBPORTOT","LBMETHOD","LBBLFL","LBFAST","LBDRVFL","LBTOX","LBTOXGR","LBEXCLFL","LBREASEX","VISITDY","LBDTC","LBENDTC","LBDY","LBENDY","LBTPT","LBTPTNUM","LBELTM","LBTPTREF","LBRFTDTC"
"PDS2014","LB","PDS2014-0004",NA,370,NA,NA,NA,"CL","Chloride","CLINICAL CHEMISTRY",NA,"100","mmol/L",NA,NA,"100",100,"mmol/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:28",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,371,NA,NA,NA,"ALT","Alanine Aminotransferase","CLINICAL CHEMISTRY",NA,"30.8","U/L",NA,NA,"30.8",30.8,"U/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:28",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,372,NA,NA,NA,"GLUC","Glucose","CLINICAL CHEMISTRY",NA,"106","mg/dL",NA,NA,"106",106,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:28",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,373,NA,NA,NA,"SODIUM","Sodium","CLINICAL CHEMISTRY",NA,"143","mmol/L",NA,NA,"143",143,"mmol/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:28",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,374,NA,NA,NA,"CREAT","Creatinine","CLINICAL CHEMISTRY",NA,"0.25","mg/dL",NA,NA,"0.25",0.25,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:28",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,375,NA,NA,NA,"BILI","Bilirubin","CLINICAL CHEMISTRY",NA,"0.092","mg/dL",NA,NA,"0.092",0.092,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:28",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,376,NA,NA,NA,"CHOL","Cholesterol","CLINICAL CHEMISTRY",NA,"46","mg/dL",NA,NA,"46",46,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:28",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,377,NA,NA,NA,"GLOBUL","Globulin","CLINICAL CHEMISTRY",NA,"1.65","g/dL",NA,NA,"1.65",1.65,"g/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:28",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,378,NA,NA,NA,"ALBGLOB","Albumin/Globulin","CLINICAL CHEMISTRY",NA,"2.33","RATIO",NA,NA,"2.33",2.33,"RATIO",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:28",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,379,NA,NA,NA,"CA","Calcium","CLINICAL CHEMISTRY",NA,"10.09","mg/dL",NA,NA,"10.09",10.09,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:28",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,380,NA,NA,NA,"ALP","Alkaline Phosphatase","CLINICAL CHEMISTRY",NA,"115.6","U/L",NA,NA,"115.6",115.6,"U/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:28",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,381,NA,NA,NA,"PHOS","Phosphate","CLINICAL CHEMISTRY",NA,"8.41","mg/dL",NA,NA,"8.41",8.41,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:28",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,382,NA,NA,NA,"TRIG","Triglycerides","CLINICAL CHEMISTRY",NA,"31","mg/dL",NA,NA,"31",31,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:28",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,383,NA,NA,NA,"GGT","Gamma Glutamyl Transferase","CLINICAL CHEMISTRY",NA,"LO","U/L",NA,NA,"LO",NA,"U/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:28",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,384,NA,NA,NA,"GLOBUL","Globulin","COAGULATION",NA,"1.65","g/dL",NA,NA,"1.65",1.65,"g/dL",NA,NA,NA,NA,NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:34",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,385,NA,NA,NA,"ALBGLOB","Albumin/Globulin","COAGULATION",NA,"2.33","RATIO",NA,NA,"2.33",2.33,"RATIO",NA,NA,NA,NA,NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:34",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,386,NA,NA,NA,"PT","Prothrombin Time","COAGULATION",NA,"12.8","sec",NA,NA,"12.8",12.8,"sec",NA,NA,NA,NA,NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:34",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,387,NA,NA,NA,"APTT","Activated Partial Thromboplastin Time","COAGULATION",NA,"16.6","sec",NA,NA,"16.6",16.6,"sec",NA,NA,NA,NA,NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:34",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0004",NA,388,NA,NA,NA,"FIBRINO","Fibrinogen","COAGULATION",NA,"140","mg/dL",NA,NA,"140",140,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:44:34",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,389,NA,NA,NA,"FATACFR","Free Fatty Acid","CLINICAL CHEMISTRY",NA,"0.43","mmol/L",NA,NA,"0.43",0.43,"mmol/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T14:04:46",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,390,NA,NA,NA,"PLATLRG","Large Platelets","HEMATOLOGY",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,391,NA,NA,NA,"MCV","Ery. Mean Corpuscular Volume","HEMATOLOGY",NA,"57.5","fL",NA,NA,"57.5",57.5,"fL",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,392,NA,NA,NA,"HCT","Hematocrit","HEMATOLOGY",NA,"46.9","%",NA,NA,"46.9",46.9,"%",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,393,NA,NA,NA,"ALBGLOB","Albumin/Globulin","HEMATOLOGY",NA,"2.33","RATIO",NA,NA,"2.33",2.33,"RATIO",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,394,NA,NA,NA,"MONOCE","Monocytes/Total Cells","HEMATOLOGY",NA,"1.2","%",NA,NA,"1.2",1.2,"%",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,395,NA,NA,NA,"EOS","Eosinophils","HEMATOLOGY",NA,"0.11","10^9/L",NA,NA,"0.11",0.11,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,396,NA,NA,NA,"RETIRBC","Reticulocytes/Erythrocytes","HEMATOLOGY",NA,"1.9","%",NA,NA,"1.9",1.9,"%",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,397,NA,NA,NA,"LGLUCLE","Large Unstained Cells/Leukocytes","HEMATOLOGY",NA,"0.4","%",NA,NA,"0.4",0.4,"%",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,398,NA,NA,NA,"BASOCE","Basophils/Total Cells","HEMATOLOGY",NA,"0.2","%",NA,NA,"0.2",0.2,"%",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,399,NA,NA,NA,"LYMCE","Lymphocytes/Total Cells","HEMATOLOGY",NA,"77.7","%",NA,NA,"77.7",77.7,"%",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,400,NA,NA,NA,"HPOCROM","Hypochromia","HEMATOLOGY",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,401,NA,NA,NA,"GLOBUL","Globulin","HEMATOLOGY",NA,"1.65","g/dL",NA,NA,"1.65",1.65,"g/dL",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,402,NA,NA,NA,"PLATCLMP","Platelet Clumps","HEMATOLOGY",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,403,NA,NA,NA,"LGUNSCE","Large Unstained Cells","HEMATOLOGY",NA,"0.03","10^9/L",NA,NA,"0.03",0.03,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,404,NA,NA,NA,"BASO","Basophils","HEMATOLOGY",NA,"0.02","10^9/L",NA,NA,"0.02",0.02,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,405,NA,NA,NA,"NEUT","Neutrophils","HEMATOLOGY",NA,"1.43","10^9/L",NA,NA,"1.43",1.43,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,406,NA,NA,NA,"NEUTCE","Neutrophils/Total Cells","HEMATOLOGY",NA,"19","%",NA,NA,"19",19,"%",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,407,NA,NA,NA,"RETI","Reticulocytes","HEMATOLOGY",NA,"158.7","10^9/L",NA,NA,"158.7",158.7,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,408,NA,NA,NA,"MCHC","Ery. Mean Corpuscular HGB Concentration","HEMATOLOGY",NA,"33","g/dL",NA,NA,"33",33,"g/dL",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,409,NA,NA,NA,"ANISO","Anisocytes","HEMATOLOGY",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,410,NA,NA,NA,"MACROCY","Macrocytes","HEMATOLOGY",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,411,NA,NA,NA,"RBC","Erythrocytes","HEMATOLOGY",NA,"8.16","10^12/L",NA,NA,"8.16",8.16,"10^12/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,412,NA,NA,NA,"MICROCY","Microcytes","HEMATOLOGY",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,413,NA,NA,NA,"LYM","Lymphocytes","HEMATOLOGY",NA,"5.86","10^9/L",NA,NA,"5.86",5.86,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,414,NA,NA,NA,"RDW","Erythrocytes Distribution Width","HEMATOLOGY",NA,"11.8","%",NA,NA,"11.8",11.8,"%",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,415,NA,NA,NA,"EOSCE","Eosinophils/Total Cells","HEMATOLOGY",NA,"1.5","%",NA,NA,"1.5",1.5,"%",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,416,NA,NA,NA,"RBCNUCLE","Nucleated Erythrocytes/Leukocytes","HEMATOLOGY",NA,"NE","%",NA,NA,"NE",NA,"%",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,417,NA,NA,NA,"PLAT","Platelets","HEMATOLOGY",NA,"1132","10^9/L",NA,NA,"1132",1132,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,418,NA,NA,NA,"WBC","Leukocytes","HEMATOLOGY",NA,"7.54","10^9/L",NA,NA,"7.54",7.54,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,419,NA,NA,NA,"MONO","Monocytes","HEMATOLOGY",NA,"0.09","10^9/L",NA,NA,"0.09",0.09,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,420,NA,NA,NA,"HYPERCHR","Hyperchromia","HEMATOLOGY",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,421,NA,NA,NA,"MCH","Ery. Mean Corpuscular Hemoglobin","HEMATOLOGY",NA,"19.4","pg",NA,NA,"19.4",19.4,"pg",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,422,NA,NA,NA,"HGB","Hemoglobin","HEMATOLOGY",NA,"15.8","g/dL",NA,NA,"15.8",15.8,"g/dL",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:45:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,423,NA,NA,NA,"CYCHOL","Cholesterol Crystals","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:45",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,424,NA,NA,NA,"AMORPHSD","Amorphous Sediment","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:45",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,425,NA,NA,NA,"RBC","Erythrocytes","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:45",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,426,NA,NA,NA,"YEAST","Yeast Cells","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:45",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,427,NA,NA,NA,"CYCAOXA","Calcium Oxalate Crystals","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:45",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,428,NA,NA,NA,"CYBILI","Bilirubin Crystals","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:45",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,429,NA,NA,NA,"CYCACAR","Calcium Carbonate Crystals","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:45",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,430,NA,NA,NA,"KETONES","Ketones","URINALYSIS",NA,"5","mg/dL",NA,NA,"5",5,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:45",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,431,NA,NA,NA,"PH","pH","URINALYSIS",NA,"7",NA,NA,NA,"7",7,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:45",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,432,NA,NA,NA,"GLOBUL","Globulin","URINALYSIS",NA,"1.65","g/dL",NA,NA,"1.65",1.65,"g/dL",NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:45",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,433,NA,NA,NA,"CLARITY","Clarity","URINALYSIS",NA,"L.TRB",NA,NA,NA,"L.TRB",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:45",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,434,NA,NA,NA,"CSFAT","Fatty Casts","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:45",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,435,NA,NA,NA,"CYCAPHOS","Calcium Phosphate Crystals","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:45",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0005",NA,436,NA,NA,NA,"OCCBLD","Occult Blood","URINALYSIS",NA,"10","/uL",NA,NA,"10",10,"/uL",NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:45",NA,30,NA,NA,NA,NA,NA,NA
