STUDYID, DOMAIN, USUBJID, POOLID, PCSEQ, PCGRPID, PCREFID, PCSPID, PCTESTCD, PCTEST, PCCAT, PCSCAT, PCORRES, PCORRESU, PCSTRESC, PCSTRESN, PCSTRESU, PCSTAT, PCREASND, PCNAM, PCSPEC, PCSPCCND, PCMETHOD, PCBLFL, PCFAST, PCDRVFL, PCLLOQ, PCEXCLFL, PCREASEX, VISITDY, PCDTC, PCENDTC, PCDY, PCENDY, PCTPT, PCTPTNUM, PCELTM, PCTPTREF, PCRFTDTC, PCEVLINT
STUDY123,PC,STUDY123-1501,,91,ARTICLE123-DAY85-STUDY123-1501,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1501,,92,ARTICLE123-DAY85-STUDY123-1501,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1501,,93,ARTICLE123-DAY85-STUDY123-1501,,,ARCLE123,ARTICLE123,ANALYTE,,0.00887,ug/mL,0.00887,0.00887,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1501,,94,ARTICLE123-DAY85-STUDY123-1501,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1501,,95,ARTICLE123-DAY85-STUDY123-1501,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1502,,96,ARTICLE123-DAY85-STUDY123-1502,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1502,,97,ARTICLE123-DAY85-STUDY123-1502,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1502,,98,ARTICLE123-DAY85-STUDY123-1502,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1502,,99,ARTICLE123-DAY85-STUDY123-1502,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1502,,100,ARTICLE123-DAY85-STUDY123-1502,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1503,,101,ARTICLE123-DAY85-STUDY123-1503,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1503,,102,ARTICLE123-DAY85-STUDY123-1503,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1503,,103,ARTICLE123-DAY85-STUDY123-1503,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1503,,104,ARTICLE123-DAY85-STUDY123-1503,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1503,,105,ARTICLE123-DAY85-STUDY123-1503,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1504,,106,ARTICLE123-DAY85-STUDY123-1504,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1504,,107,ARTICLE123-DAY85-STUDY123-1504,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1504,,108,ARTICLE123-DAY85-STUDY123-1504,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1504,,109,ARTICLE123-DAY85-STUDY123-1504,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1504,,110,ARTICLE123-DAY85-STUDY123-1504,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1505,,111,ARTICLE123-DAY85-STUDY123-1505,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1505,,112,ARTICLE123-DAY85-STUDY123-1505,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1505,,113,ARTICLE123-DAY85-STUDY123-1505,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1505,,114,ARTICLE123-DAY85-STUDY123-1505,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1505,,115,ARTICLE123-DAY85-STUDY123-1505,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1606,,116,ARTICLE123-DAY85-STUDY123-1606,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1606,,117,ARTICLE123-DAY85-STUDY123-1606,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1606,,118,ARTICLE123-DAY85-STUDY123-1606,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1606,,119,ARTICLE123-DAY85-STUDY123-1606,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1606,,120,ARTICLE123-DAY85-STUDY123-1606,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1001,,121,ARTICLE123-DAY85-STUDY123-1001,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1001,,122,ARTICLE123-DAY85-STUDY123-1001,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1001,,123,ARTICLE123-DAY85-STUDY123-1001,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1001,,124,ARTICLE123-DAY85-STUDY123-1001,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1001,,125,ARTICLE123-DAY85-STUDY123-1001,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1002,,126,ARTICLE123-DAY85-STUDY123-1002,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1002,,127,ARTICLE123-DAY85-STUDY123-1002,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1002,,128,ARTICLE123-DAY85-STUDY123-1002,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1002,,129,ARTICLE123-DAY85-STUDY123-1002,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1002,,130,ARTICLE123-DAY85-STUDY123-1002,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1003,,131,ARTICLE123-DAY85-STUDY123-1003,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1003,,132,ARTICLE123-DAY85-STUDY123-1003,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1003,,133,ARTICLE123-DAY85-STUDY123-1003,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1003,,134,ARTICLE123-DAY85-STUDY123-1003,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1003,,135,ARTICLE123-DAY85-STUDY123-1003,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1004,,136,ARTICLE123-DAY85-STUDY123-1004,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1004,,137,ARTICLE123-DAY85-STUDY123-1004,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1004,,138,ARTICLE123-DAY85-STUDY123-1004,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1004,,139,ARTICLE123-DAY85-STUDY123-1004,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1004,,140,ARTICLE123-DAY85-STUDY123-1004,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1005,,141,ARTICLE123-DAY85-STUDY123-1005,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1005,,142,ARTICLE123-DAY85-STUDY123-1005,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1005,,143,ARTICLE123-DAY85-STUDY123-1005,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1005,,144,ARTICLE123-DAY85-STUDY123-1005,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1005,,145,ARTICLE123-DAY85-STUDY123-1005,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1006,,146,ARTICLE123-DAY85-STUDY123-1006,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1006,,147,ARTICLE123-DAY85-STUDY123-1006,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1006,,148,ARTICLE123-DAY85-STUDY123-1006,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1006,,149,ARTICLE123-DAY85-STUDY123-1006,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1006,,150,ARTICLE123-DAY85-STUDY123-1006,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1501,,151,ARTICLE123-DAY85-STUDY123-1501,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1501,,152,ARTICLE123-DAY85-STUDY123-1501,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1501,,153,ARTICLE123-DAY85-STUDY123-1501,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1501,,154,ARTICLE123-DAY85-STUDY123-1501,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1501,,155,ARTICLE123-DAY85-STUDY123-1501,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1502,,156,ARTICLE123-DAY85-STUDY123-1502,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1502,,157,ARTICLE123-DAY85-STUDY123-1502,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1502,,158,ARTICLE123-DAY85-STUDY123-1502,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1502,,159,ARTICLE123-DAY85-STUDY123-1502,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1502,,160,ARTICLE123-DAY85-STUDY123-1502,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1503,,161,ARTICLE123-DAY85-STUDY123-1503,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1503,,162,ARTICLE123-DAY85-STUDY123-1503,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1503,,163,ARTICLE123-DAY85-STUDY123-1503,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1503,,164,ARTICLE123-DAY85-STUDY123-1503,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1503,,165,ARTICLE123-DAY85-STUDY123-1503,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1504,,166,ARTICLE123-DAY85-STUDY123-1504,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1504,,167,ARTICLE123-DAY85-STUDY123-1504,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1504,,168,ARTICLE123-DAY85-STUDY123-1504,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1504,,169,ARTICLE123-DAY85-STUDY123-1504,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1504,,170,ARTICLE123-DAY85-STUDY123-1504,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1505,,171,ARTICLE123-DAY85-STUDY123-1505,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1505,,172,ARTICLE123-DAY85-STUDY123-1505,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1505,,173,ARTICLE123-DAY85-STUDY123-1505,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1505,,174,ARTICLE123-DAY85-STUDY123-1505,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1505,,175,ARTICLE123-DAY85-STUDY123-1505,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-1606,,176,ARTICLE123-DAY85-STUDY123-1606,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 1H,850001,PT1H,,,
STUDY123,PC,STUDY123-1606,,177,ARTICLE123-DAY85-STUDY123-1606,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 2H,850002,PT2H,,,
STUDY123,PC,STUDY123-1606,,178,ARTICLE123-DAY85-STUDY123-1606,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 4H,850004,PT4H,,,
STUDY123,PC,STUDY123-1606,,179,ARTICLE123-DAY85-STUDY123-1606,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,85,,DAY 85 8H,850008,PT8H,,,
STUDY123,PC,STUDY123-1606,,180,ARTICLE123-DAY85-STUDY123-1606,,,ARCLE123,ARTICLE123,ANALYTE,,<LLOQ,ug/mL,<LLOQ,,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,85,,,86,,DAY 85 24H,850024,PT24H,,,
STUDY123,PC,STUDY123-2001,,181,ARTICLE123-DAY1-STUDY123-2001,,,ARCLE123,ARTICLE123,ANALYTE,,0.612,ug/mL,0.612,0.612,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-2001,,182,ARTICLE123-DAY1-STUDY123-2001,,,ARCLE123,ARTICLE123,ANALYTE,,0.703,ug/mL,0.703,0.703,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
