LBCAT,LBTEST,LBTESTCD,LBSPEC,SPECIES,SEX,LBSTRESM,LBSTRESSD,LBSTRESU,N
Clinical Biochemistry,Chloride,CL,PLASMA,RAT,M,102.5,1.235441536,mmol/L,20
Clinical Biochemistry,Creatinine,CREAT,PLASMA,RAT,F,38.87,3.133872667,umol/L,20
Clinical Biochemistry,Creatinine,CREAT,PLASMA,RAT,M,36.14,2.454298056,umol/L,20
Clinical Biochemistry,Globulin,GLOBUL,PLASMA,RAT,F,29.08,1.093329054,g/L,20
Clinical Biochemistry,Globulin,GLOBUL,PLASMA,RAT,M,30.95,1.162800612,g/L,20
Clinical Biochemistry,Glucose,GLUC,PLASMA,RAT,F,7.406,1.192336936,mmol/L,20
Clinical Biochemistry,Glucose,GLUC,PLASMA,RAT,M,6.977,1.090900642,mmol/L,20
Clinical Biochemistry,Potassium,K,PLASMA,RAT,F,3.768,0.224255493,mmol/L,20
Clinical Biochemistry,Potassium,K,PLASMA,RAT,M,3.838,0.203122986,mmol/L,20
Clinical Biochemistry,Phosphate,PHOS,PLASMA,RAT,F,1.9,0.174958642,mmol/L,20
Clinical Biochemistry,Phosphate,PHOS,PLASMA,RAT,M,2.151,0.119688191,mmol/L,20
Clinical Biochemistry,Protein,PROT,PLASMA,RAT,F,61.46,2.535308556,g/L,20
Clinical Biochemistry,Protein,PROT,PLASMA,RAT,M,61.13,1.900720085,g/L,20
Clinical Biochemistry,Sodium,SODIUM,PLASMA,RAT,F,140.14,0.939428718,mmol/L,20
Clinical Biochemistry,Sodium,SODIUM,PLASMA,RAT,M,141.56,0.483844255,mmol/L,20
Clinical Biochemistry,Triglycerides,TRIG,PLASMA,RAT,F,0.313,0.054105161,mmol/L,20
Clinical Biochemistry,Triglycerides,TRIG,PLASMA,RAT,M,0.487,0.060358578,mmol/L,20
Clinical Biochemistry,Urea,UREA,PLASMA,RAT,F,5.17,0.938139256,mmol/L,20
Clinical Biochemistry,Urea,UREA,PLASMA,RAT,M,4.52,0.303661862,mmol/L,20
Clinical Chemistry,Albumin,ALB,SERUM,MOUSE,F,3.2,0.196396101,g/dL,15
Clinical Chemistry,Albumin,ALB,SERUM,MOUSE,M,3.06,0.936406505,g/dL,15
Clinical Chemistry,Albumin,ALB,SERUM,RAT,F,4.34,0.380642731,g/dL,10
Clinical Chemistry,Albumin,ALB,SERUM,RAT,M,3.464285714,0.610935151,g/dL,14
Clinical Chemistry,Albumin,ALB,WHOLE BLOOD,DOG,F,3.157692308,0.175323876,g/dL,26
Clinical Chemistry,Albumin,ALB,WHOLE BLOOD,DOG,M,3.203846154,0.16181661,g/dL,26
Clinical Chemistry,Albumin,ALB,WHOLE BLOOD,MOUSE,F,3.12962963,0.154955416,g/dL,54
Clinical Chemistry,Albumin,ALB,WHOLE BLOOD,MOUSE,M,2.996666667,0.143759058,g/dL,60
Clinical Chemistry,Albumin,ALB,WHOLE BLOOD,RAT,F,3.782941176,0.179422634,g/dL,170
Clinical Chemistry,Albumin,ALB,WHOLE BLOOD,RAT,M,3.63172043,0.153919064,g/dL,186
Clinical Chemistry,Albumin/Globulin,ALBGLOB,SERUM,MOUSE,F,1.12,0.077459667,RATIO,15
Clinical Chemistry,Albumin/Globulin,ALBGLOB,SERUM,MOUSE,M,1.12,0.800178552,RATIO,15
Clinical Chemistry,Albumin/Globulin,ALBGLOB,WHOLE BLOOD,DOG,F,1.407692308,0.162291286,RATIO,26
Clinical Chemistry,Albumin/Globulin,ALBGLOB,WHOLE BLOOD,DOG,M,1.396153846,0.248565113,RATIO,26
Clinical Chemistry,Albumin/Globulin,ALBGLOB,WHOLE BLOOD,MOUSE,F,1.72962963,0.185949506,RATIO,54
Clinical Chemistry,Albumin/Globulin,ALBGLOB,WHOLE BLOOD,MOUSE,M,1.413333333,0.206230632,RATIO,60
Clinical Chemistry,Albumin/Globulin,ALBGLOB,WHOLE BLOOD,RAT,F,2.012941176,0.228080872,RATIO,170
Clinical Chemistry,Albumin/Globulin,ALBGLOB,WHOLE BLOOD,RAT,M,1.967741935,0.210616234,RATIO,186
Clinical Chemistry,Alkaline Phosphatase,ALP,SERUM,MOUSE,F,153.6,13.16814338,U/L,15
Clinical Chemistry,Alkaline Phosphatase,ALP,SERUM,MOUSE,M,101,10.83644644,U/L,15
Clinical Chemistry,Alkaline Phosphatase,ALP,SERUM,RAT,F,84.8,16.71193851,IU/L,10
Clinical Chemistry,Alkaline Phosphatase,ALP,SERUM,RAT,M,145.7857143,30.11817384,IU/L,14
Clinical Chemistry,Alkaline Phosphatase,ALP,WHOLE BLOOD,DOG,F,49.73076923,18.41479338,U/L,26
Clinical Chemistry,Alkaline Phosphatase,ALP,WHOLE BLOOD,DOG,M,53,19.08088048,U/L,26
Clinical Chemistry,Alkaline Phosphatase,ALP,WHOLE BLOOD,MOUSE,F,89.25925926,19.65858129,U/L,54
Clinical Chemistry,Alkaline Phosphatase,ALP,WHOLE BLOOD,MOUSE,M,74.16666667,22.428921,U/L,60
Clinical Chemistry,Alkaline Phosphatase,ALP,WHOLE BLOOD,RAT,F,49.88823529,12.89623505,U/L,170
Clinical Chemistry,Alkaline Phosphatase,ALP,WHOLE BLOOD,RAT,M,93.88172043,22.84227918,U/L,186
Clinical Chemistry,Alanine Aminotransferase,ALT,SERUM,MOUSE,F,48.2,26.36068501,U/L,15
Clinical Chemistry,Alanine Aminotransferase,ALT,SERUM,MOUSE,M,79.6,51.94337576,U/L,15
Clinical Chemistry,Alanine Aminotransferase,ALT,SERUM,RAT,F,29,2.748737084,IU/L,10
Clinical Chemistry,Alanine Aminotransferase,ALT,SERUM,RAT,M,36.92857143,12.48669622,IU/L,14
Clinical Chemistry,Alanine Aminotransferase,ALT,WHOLE BLOOD,DOG,F,33.26923077,5.798673588,U/L,26
Clinical Chemistry,Alanine Aminotransferase,ALT,WHOLE BLOOD,DOG,M,38.03846154,11.46378914,U/L,26
Clinical Chemistry,Alanine Aminotransferase,ALT,WHOLE BLOOD,MOUSE,F,20.14814815,3.803709249,U/L,54
Clinical Chemistry,Alanine Aminotransferase,ALT,WHOLE BLOOD,MOUSE,M,26.63333333,12.09141265,U/L,60
Clinical Chemistry,Alanine Aminotransferase,ALT,WHOLE BLOOD,RAT,F,14.09411765,2.685148853,U/L,170
Clinical Chemistry,Alanine Aminotransferase,ALT,WHOLE BLOOD,RAT,M,19.11827957,5.020712693,U/L,186
Clinical Chemistry,Amylase,AMYLASE,WHOLE BLOOD,RAT,F,1131.65,182.3609603,U/L,30
Clinical Chemistry,Amylase,AMYLASE,WHOLE BLOOD,RAT,M,1926.15,174.4171649,U/L,30
Clinical Chemistry,Aspartate Aminotransferase,AST,SERUM,MOUSE,F,96,31.09432654,U/L,15
Clinical Chemistry,Aspartate Aminotransferase,AST,SERUM,MOUSE,M,89.6,31.08467698,U/L,15
Clinical Chemistry,Aspartate Aminotransferase,AST,SERUM,RAT,F,86.4,18.24037037,IU/L,10
Clinical Chemistry,Aspartate Aminotransferase,AST,SERUM,RAT,M,91.57142857,18.24075861,IU/L,14
Clinical Chemistry,Aspartate Aminotransferase,AST,WHOLE BLOOD,DOG,F,31.34615385,4.969445101,U/L,26
Clinical Chemistry,Aspartate Aminotransferase,AST,WHOLE BLOOD,DOG,M,29.38461538,3.704882434,U/L,26
Clinical Chemistry,Aspartate Aminotransferase,AST,WHOLE BLOOD,MOUSE,F,45.33333333,4.429745084,U/L,54
Clinical Chemistry,Aspartate Aminotransferase,AST,WHOLE BLOOD,MOUSE,M,39.96666667,8.991458596,U/L,60
Clinical Chemistry,Aspartate Aminotransferase,AST,WHOLE BLOOD,RAT,F,81.16470588,15.69143818,U/L,170
Clinical Chemistry,Aspartate Aminotransferase,AST,WHOLE BLOOD,RAT,M,86.02150538,17.54621912,U/L,186
Clinical Chemistry,Bicarbonate,BICARB,SERUM,RAT,F,25,1.333333333,mmol/L,10
Clinical Chemistry,Bicarbonate,BICARB,SERUM,RAT,M,29.07142857,1.591529778,mmol/L,14
Clinical Chemistry,Bile Acid,BILEAC,WHOLE BLOOD,RAT,F,15.76666667,18.49546593,umol/L,60
Clinical Chemistry,Bile Acid,BILEAC,WHOLE BLOOD,RAT,M,19.73666667,18.59958963,umol/L,60
Clinical Chemistry,Bilirubin,BILI,SERUM,MOUSE,F,0.1,0,mg/dL,15
Clinical Chemistry,Bilirubin,BILI,SERUM,MOUSE,M,0.1,0.073854895,mg/dL,12
Clinical Chemistry,Bilirubin,BILI,WHOLE BLOOD,DOG,M,0.1,0,mg/dL,10
Clinical Chemistry,Bilirubin,BILI,WHOLE BLOOD,MOUSE,F,0.1,0,mg/dL,48
Clinical Chemistry,Bilirubin,BILI,WHOLE BLOOD,MOUSE,M,0.15,0.050421948,mg/dL,60
Clinical Chemistry,Bilirubin,BILI,WHOLE BLOOD,RAT,F,0.1,0,mg/dL,39
Clinical Chemistry,Bilirubin,BILI,WHOLE BLOOD,RAT,M,0.1,0,mg/dL,13
Clinical Chemistry,Calcium,CA,SERUM,RAT,F,10.88,0.690893142,mg/dL,10
Clinical Chemistry,Calcium,CA,SERUM,RAT,M,10.68571429,0.458856678,mg/dL,14
Clinical Chemistry,Calcium,CA,WHOLE BLOOD,DOG,F,9.919230769,0.260413872,mg/dL,26
Clinical Chemistry,Calcium,CA,WHOLE BLOOD,DOG,M,10.01153846,0.123537599,mg/dL,26
Clinical Chemistry,Calcium,CA,WHOLE BLOOD,MOUSE,F,9.418518519,0.475860323,mg/dL,54
Clinical Chemistry,Calcium,CA,WHOLE BLOOD,MOUSE,M,9.703333333,0.579586839,mg/dL,60
Clinical Chemistry,Calcium,CA,WHOLE BLOOD,RAT,F,9.454705882,0.276722527,mg/dL,170
Clinical Chemistry,Calcium,CA,WHOLE BLOOD,RAT,M,9.715053763,0.323309319,mg/dL,186
Clinical Chemistry,Cholesterol,CHOL,SERUM,MOUSE,F,120.25,11.30667542,mg/dL,12
Clinical Chemistry,Cholesterol,CHOL,SERUM,MOUSE,M,191,16.45773808,mg/dL,15
Clinical Chemistry,Cholesterol,CHOL,SERUM,RAT,F,54,7.831560083,mg/dL,10
Clinical Chemistry,Cholesterol,CHOL,SERUM,RAT,M,62.21428571,27.90141593,mg/dL,14
Clinical Chemistry,Cholesterol,CHOL,WHOLE BLOOD,DOG,F,212.3076923,32.03094657,mg/dL,26
Clinical Chemistry,Cholesterol,CHOL,WHOLE BLOOD,DOG,M,182.4230769,31.04953858,mg/dL,26
Clinical Chemistry,Cholesterol,CHOL,WHOLE BLOOD,MOUSE,F,96.8,19.7159134,mg/dL,30
Clinical Chemistry,Cholesterol,CHOL,WHOLE BLOOD,MOUSE,F,107.25,16.47725705,mmol/L,24
Clinical Chemistry,Cholesterol,CHOL,WHOLE BLOOD,MOUSE,M,166,31.20344809,mg/dL,30
Clinical Chemistry,Cholesterol,CHOL,WHOLE BLOOD,MOUSE,M,166.4,24.01953228,mmol/L,30
Clinical Chemistry,Cholesterol,CHOL,WHOLE BLOOD,RAT,F,39.23529412,10.74849329,mg/dL,170
Clinical Chemistry,Cholesterol,CHOL,WHOLE BLOOD,RAT,M,51.88172043,10.31435574,mg/dL,186
Clinical Chemistry,Creatine Kinase,CK,SERUM,MOUSE,F,520.8,311.9762354,U/L,15
Clinical Chemistry,Creatine Kinase,CK,SERUM,MOUSE,M,683.6,491.6721904,U/L,15
Clinical Chemistry,Creatine Kinase,CK,WHOLE BLOOD,RAT,F,721.5333333,268.9676098,U/L,60
Clinical Chemistry,Creatine Kinase,CK,WHOLE BLOOD,RAT,M,805.5333333,353.6133801,U/L,60
Clinical Chemistry,Chloride,CL,SERUM,RAT,F,99.8,0.421637021,mmol/L,10
Clinical Chemistry,Chloride,CL,SERUM,RAT,M,99.28571429,2.054210364,mmol/L,14
Clinical Chemistry,Chloride,CL,WHOLE BLOOD,DOG,F,115.1923077,1.749725253,mmol/L,26
Clinical Chemistry,Chloride,CL,WHOLE BLOOD,DOG,M,115.6923077,1.691608247,mmol/L,26
Clinical Chemistry,Chloride,CL,WHOLE BLOOD,MOUSE,F,112.6521739,2.396454708,mmol/L,46
Clinical Chemistry,Chloride,CL,WHOLE BLOOD,MOUSE,M,109.3,1.521595951,mmol/L,60
Clinical Chemistry,Chloride,CL,WHOLE BLOOD,RAT,F,107.2294118,1.817164937,mmol/L,170
Clinical Chemistry,Chloride,CL,WHOLE BLOOD,RAT,M,105.9301075,1.203803427,mmol/L,186
Clinical Chemistry,Creatinine,CREAT,SERUM,MOUSE,F,0.48,0.101418511,mg/dL,15
Clinical Chemistry,Creatinine,CREAT,SERUM,MOUSE,M,0.14,0.202837021,mg/dL,15
Clinical Chemistry,Creatinine,CREAT,SERUM,RAT,F,0.38,0.042163702,mg/dL,10
Clinical Chemistry,Creatinine,CREAT,SERUM,RAT,M,0.335714286,0.063332369,mg/dL,14
Clinical Chemistry,Creatinine,CREAT,WHOLE BLOOD,DOG,F,0.615384615,0.0308844,mg/dL,26
Clinical Chemistry,Creatinine,CREAT,WHOLE BLOOD,DOG,M,0.761538462,0.126734125,mg/dL,26
Clinical Chemistry,Creatinine,CREAT,WHOLE BLOOD,MOUSE,F,0.118518519,0.03920952,mg/dL,54
Clinical Chemistry,Creatinine,CREAT,WHOLE BLOOD,MOUSE,M,0.116666667,0.074028548,mg/dL,60
Clinical Chemistry,Creatinine,CREAT,WHOLE BLOOD,RAT,F,0.35,0.050147711,mg/dL,170
Clinical Chemistry,Creatinine,CREAT,WHOLE BLOOD,RAT,M,0.275806452,0.059780184,mg/dL,186
Clinical Chemistry,Gamma Glutamyl Transferase,GGT,WHOLE BLOOD,DOG,M,3,0,U/L,16
Clinical Chemistry,Globulin,GLOBUL,SERUM,MOUSE,F,2.86,0.14040757,g/dL,15
Clinical Chemistry,Globulin,GLOBUL,SERUM,MOUSE,M,3.32,0.942792206,g/dL,15
Clinical Chemistry,Globulin,GLOBUL,SERUM,RAT,F,1.54,0.195505044,g/dL,10
Clinical Chemistry,Globulin,GLOBUL,SERUM,RAT,M,1.871428571,0.731098827,g/dL,14
Clinical Chemistry,Globulin,GLOBUL,WHOLE BLOOD,DOG,F,2.280769231,0.310830154,g/dL,26
Clinical Chemistry,Globulin,GLOBUL,WHOLE BLOOD,DOG,M,2.376923077,0.376093278,g/dL,26
Clinical Chemistry,Globulin,GLOBUL,WHOLE BLOOD,MOUSE,F,1.833333333,0.150470959,g/dL,54
Clinical Chemistry,Globulin,GLOBUL,WHOLE BLOOD,MOUSE,M,2.103333333,0.363115832,g/dL,60
Clinical Chemistry,Globulin,GLOBUL,WHOLE BLOOD,RAT,F,1.903529412,0.203197551,g/dL,170
Clinical Chemistry,Globulin,GLOBUL,WHOLE BLOOD,RAT,M,1.866666667,0.189641673,g/dL,186
Clinical Chemistry,Glucose,GLUC,SERUM,MOUSE,F,122.6,9.014274394,mg/dL,15
Clinical Chemistry,Glucose,GLUC,SERUM,MOUSE,M,113.8,18.59032006,mg/dL,15
Clinical Chemistry,Glucose,GLUC,SERUM,RAT,F,164.4,13.44288329,mg/dL,10
Clinical Chemistry,Glucose,GLUC,SERUM,RAT,M,125.1428571,25.84229432,mg/dL,14
Clinical Chemistry,Glucose,GLUC,WHOLE BLOOD,DOG,F,88.30769231,5.045942772,mg/dL,26
Clinical Chemistry,Glucose,GLUC,WHOLE BLOOD,DOG,M,86.69230769,6.426627301,mg/dL,26
Clinical Chemistry,Glucose,GLUC,WHOLE BLOOD,MOUSE,F,199.6666667,31.93017745,g/dL,24
Clinical Chemistry,Glucose,GLUC,WHOLE BLOOD,MOUSE,F,196.4,24.39841713,mg/dL,30
Clinical Chemistry,Glucose,GLUC,WHOLE BLOOD,MOUSE,M,210.3333333,24.75721188,g/dL,30
Clinical Chemistry,Glucose,GLUC,WHOLE BLOOD,MOUSE,M,200,20.87400627,mg/dL,30
Clinical Chemistry,Glucose,GLUC,WHOLE BLOOD,RAT,F,100.5647059,15.28579575,mg/dL,170
Clinical Chemistry,Glucose,GLUC,WHOLE BLOOD,RAT,M,128.7849462,24.56864601,mg/dL,186
Clinical Chemistry,Potassium,K,SERUM,RAT,F,5.72,1.0141225,mmol/L,10
Clinical Chemistry,Potassium,K,SERUM,RAT,M,6.371428571,0.887891687,mmol/L,14
Clinical Chemistry,Potassium,K,WHOLE BLOOD,DOG,F,4.669230769,0.297010748,mmol/L,26
Clinical Chemistry,Potassium,K,WHOLE BLOOD,DOG,M,4.611538462,0.126734125,mmol/L,26
Clinical Chemistry,Potassium,K,WHOLE BLOOD,MOUSE,F,4.795652174,0.487604813,mmol/L,46
Clinical Chemistry,Potassium,K,WHOLE BLOOD,MOUSE,M,5.093333333,0.422208345,mmol/L,60
Clinical Chemistry,Potassium,K,WHOLE BLOOD,RAT,F,4.049411765,0.313455084,mmol/L,170
Clinical Chemistry,Potassium,K,WHOLE BLOOD,RAT,M,4.321195652,0.255511241,mmol/L,184
Clinical Chemistry,Lipase,LIPASET,WHOLE BLOOD,RAT,F,10.1,0.305128577,U/L,30
Clinical Chemistry,Lipase,LIPASET,WHOLE BLOOD,RAT,M,9.9,0.380562198,U/L,30
Clinical Chemistry,Magnesium,MG,WHOLE BLOOD,RAT,F,2.383333333,0.122359108,mg/dL,60
Clinical Chemistry,Magnesium,MG,WHOLE BLOOD,RAT,M,2.333333333,0.190153075,mg/dL,60
Clinical Chemistry,Phosphate,PHOS,SERUM,RAT,F,8.52,1.405386463,mg/dL,10
Clinical Chemistry,Phosphate,PHOS,SERUM,RAT,M,9.85,0.720843523,mg/dL,14
Clinical Chemistry,Phosphate,PHOS,WHOLE BLOOD,DOG,F,4.761538462,0.548143721,mg/dL,26
Clinical Chemistry,Phosphate,PHOS,WHOLE BLOOD,DOG,M,4.634615385,0.450503991,mg/dL,26
Clinical Chemistry,Phosphate,PHOS,WHOLE BLOOD,MOUSE,F,7.511111111,0.861912456,mg/dL,54
Clinical Chemistry,Phosphate,PHOS,WHOLE BLOOD,MOUSE,M,7.353333333,0.91678633,mg/dL,60
Clinical Chemistry,Phosphate,PHOS,WHOLE BLOOD,RAT,F,6.456470588,1.099321691,mg/dL,170
Clinical Chemistry,Phosphate,PHOS,WHOLE BLOOD,RAT,M,7.517204301,1.071308738,mg/dL,186
Clinical Chemistry,Protein,PROT,SERUM,MOUSE,F,6.06,0.304255532,g/dL,15
Clinical Chemistry,Protein,PROT,SERUM,MOUSE,M,6.38,0.165615734,g/dL,15
Clinical Chemistry,Protein,PROT,SERUM,RAT,F,5.88,0.261618892,g/dL,10
Clinical Chemistry,Protein,PROT,SERUM,RAT,M,5.321428571,0.215472902,g/dL,14
Clinical Chemistry,Protein,PROT,WHOLE BLOOD,DOG,F,5.438461538,0.434121571,g/dL,26
Clinical Chemistry,Protein,PROT,WHOLE BLOOD,DOG,M,5.580769231,0.33854894,g/dL,26
Clinical Chemistry,Protein,PROT,WHOLE BLOOD,MOUSE,F,4.955555556,0.216896347,g/dL,54
Clinical Chemistry,Protein,PROT,WHOLE BLOOD,MOUSE,M,5.15,0.206258025,g/dL,60
Clinical Chemistry,Protein,PROT,WHOLE BLOOD,RAT,F,5.686470588,0.288424432,g/dL,170
Clinical Chemistry,Protein,PROT,WHOLE BLOOD,RAT,M,5.498387097,0.251584343,g/dL,186
Clinical Chemistry,Sodium,SODIUM,SERUM,RAT,F,142.6,1.95505044,mmol/L,10
Clinical Chemistry,Sodium,SODIUM,SERUM,RAT,M,143.4285714,1.650840612,mmol/L,14
Clinical Chemistry,Sodium,SODIUM,WHOLE BLOOD,DOG,F,147.3846154,1.298519867,mmol/L,26
Clinical Chemistry,Sodium,SODIUM,WHOLE BLOOD,DOG,M,148.3461538,0.703835645,mmol/L,26
Clinical Chemistry,Sodium,SODIUM,WHOLE BLOOD,MOUSE,F,151.6956522,1.473764118,mmol/L,46
Clinical Chemistry,Sodium,SODIUM,WHOLE BLOOD,MOUSE,M,151.5666667,1.720924728,mmol/L,60
Clinical Chemistry,Sodium,SODIUM,WHOLE BLOOD,RAT,F,143.3117647,1.283662637,mmol/L,170
Clinical Chemistry,Sodium,SODIUM,WHOLE BLOOD,RAT,M,143.3978495,1.200358369,mmol/L,186
Clinical Chemistry,Triglycerides,TRIG,SERUM,RAT,F,19.2,5.865151319,mg/dL,10
Clinical Chemistry,Triglycerides,TRIG,SERUM,RAT,M,45.64285714,22.92666282,mg/dL,14
Clinical Chemistry,Triglycerides,TRIG,WHOLE BLOOD,DOG,F,51.26923077,7.765604637,mg/dL,26
Clinical Chemistry,Triglycerides,TRIG,WHOLE BLOOD,DOG,M,39.07692308,8.313473772,mg/dL,26
Clinical Chemistry,Triglycerides,TRIG,WHOLE BLOOD,MOUSE,F,88.44444444,40.42167673,mg/dL,54
Clinical Chemistry,Triglycerides,TRIG,WHOLE BLOOD,MOUSE,M,170.3666667,66.38689034,mg/dL,60
Clinical Chemistry,Triglycerides,TRIG,WHOLE BLOOD,RAT,F,26.83529412,5.64291892,mg/dL,170
Clinical Chemistry,Triglycerides,TRIG,WHOLE BLOOD,RAT,M,52.57526882,23.03410471,mg/dL,186
Clinical Chemistry,Urea Nitrogen,UREAN,SERUM,MOUSE,F,20.8,4.056740423,mg/dL,15
Clinical Chemistry,Urea Nitrogen,UREAN,SERUM,MOUSE,M,25.2,4.601242068,mg/dL,15
Clinical Chemistry,Urea Nitrogen,UREAN,SERUM,RAT,F,41.4,7.074209811,mg/dL,10
Clinical Chemistry,Urea Nitrogen,UREAN,SERUM,RAT,M,27.85714286,9.096551695,mg/dL,14
Clinical Chemistry,Urea Nitrogen,UREAN,WHOLE BLOOD,DOG,F,15.65384615,2.67869084,mg/dL,26
Clinical Chemistry,Urea Nitrogen,UREAN,WHOLE BLOOD,DOG,M,16.96153846,4.139862502,mg/dL,26
Clinical Chemistry,Urea Nitrogen,UREAN,WHOLE BLOOD,MOUSE,F,20.59259259,3.955023166,mg/dL,54
Clinical Chemistry,Urea Nitrogen,UREAN,WHOLE BLOOD,MOUSE,M,21.8,4.161160203,mg/dL,60
Clinical Chemistry,Urea Nitrogen,UREAN,WHOLE BLOOD,RAT,F,20.14705882,3.259327561,mg/dL,170
Clinical Chemistry,Urea Nitrogen,UREAN,WHOLE BLOOD,RAT,M,18.02688172,3.403389083,mg/dL,186
CLINICAL CHEMISTRY,Albumin,ALB,PLASMA,DOG,F,3.334878049,0.245406746,g/dL,41
CLINICAL CHEMISTRY,Albumin,ALB,PLASMA,DOG,F,32.96598174,3.260504378,g/L,73
CLINICAL CHEMISTRY,Albumin,ALB,PLASMA,DOG,M,3.202723577,0.314501878,g/dL,41
CLINICAL CHEMISTRY,Albumin,ALB,PLASMA,DOG,M,31.84037559,2.919634765,g/L,71
CLINICAL CHEMISTRY,Albumin,ALB,PLASMA,MONKEY,F,44.44315176,4.685001912,g/L,66
CLINICAL CHEMISTRY,Albumin,ALB,PLASMA,MONKEY,M,45.28607085,2.883884023,g/L,69
CLINICAL CHEMISTRY,Albumin,ALB,PLASMA,MOUSE,F,3.527818182,0.140826803,g/dL,55
CLINICAL CHEMISTRY,Albumin,ALB,PLASMA,MOUSE,F,33.57807018,4.24903443,g/L,114
CLINICAL CHEMISTRY,Albumin,ALB,PLASMA,MOUSE,M,3.326521739,0.248866027,g/dL,46
CLINICAL CHEMISTRY,Albumin,ALB,PLASMA,MOUSE,M,33.43909774,2.860092036,g/L,133
CLINICAL CHEMISTRY,Albumin,ALB,PLASMA,RABBIT,F,39.27,0.85218673,g/L,10
CLINICAL CHEMISTRY,Albumin,ALB,PLASMA,RABBIT,M,38.18,1.672190845,g/L,10
CLINICAL CHEMISTRY,Albumin,ALB,PLASMA,RAT,F,3.856666667,1.206981891,g/dL,165
CLINICAL CHEMISTRY,Albumin,ALB,PLASMA,RAT,F,49.3950674,6.541103036,g/L,544
CLINICAL CHEMISTRY,Albumin,ALB,PLASMA,RAT,M,4.008166667,0.798116463,g/dL,120
CLINICAL CHEMISTRY,Albumin,ALB,PLASMA,RAT,M,43.71486989,4.894079922,g/L,538
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,CAT,F,3.375,0.056407607,g/dL,56
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,CAT,M,3.1125,0.120321539,g/dL,56
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,DOG,F,3.167185886,0.355435476,g/dL,581
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,DOG,F,32.14412308,3.098855149,g/L,254
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,DOG,M,3.137711726,0.347758912,g/dL,614
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,DOG,M,31.11581109,3.538957843,g/L,305
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,GUINEA PIG,M,2.86,0.142984071,g/dL,10
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,MONKEY,F,4.314451342,0.364904904,g/dL,1008
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,MONKEY,F,44.07307853,3.738438106,g/L,439
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,MONKEY,M,4.411855177,0.318726092,g/dL,1114
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,MONKEY,M,44.23970859,3.859218908,g/L,502
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,MOUSE,F,3.411264591,0.266443906,g/dL,514
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,MOUSE,F,32.95714286,3.602626908,g/L,91
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,MOUSE,M,3.178532236,0.265861469,g/dL,729
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,MOUSE,M,31.466875,2.688964681,g/L,160
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,PIG,F,4.393115942,0.41167493,g/dL,46
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,PIG,F,50.42692308,2.52222334,g/L,13
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,PIG,M,4.596124031,0.306150299,g/dL,43
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,PIG,M,50.85,2.973949394,g/L,11
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,RABBIT,F,4.281666667,0.338675085,g/dL,42
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,RABBIT,F,28,1.290994449,g/L,28
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,RABBIT,M,4.1892,0.307646365,g/dL,50
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,RABBIT,M,27.78571429,1.272418021,g/L,28
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,RAT,F,4.501051661,0.882473883,g/dL,5420
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,RAT,F,42.19244271,6.842821514,g/L,2051
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,RAT,M,3.77914015,0.58925457,g/dL,5594
CLINICAL CHEMISTRY,Albumin,ALB,SERUM,RAT,M,37.50659584,4.929924205,g/L,2259
CLINICAL CHEMISTRY,Albumin/Globulin,ALBGLOB,PLASMA,DOG,F,1.56412037,0.320915055,RATIO,108
CLINICAL CHEMISTRY,Albumin/Globulin,ALBGLOB,PLASMA,DOG,M,1.36740566,0.256447967,RATIO,106
CLINICAL CHEMISTRY,Albumin/Globulin,ALBGLOB,PLASMA,MONKEY,F,1.458565102,0.371889703,RATIO,69
CLINICAL CHEMISTRY,Albumin/Globulin,ALBGLOB,PLASMA,MONKEY,M,1.563491512,0.289051758,RATIO,72
CLINICAL CHEMISTRY,Albumin/Globulin,ALBGLOB,PLASMA,MOUSE,F,2.607741935,0.388977261,RATIO,155
CLINICAL CHEMISTRY,Albumin/Globulin,ALBGLOB,PLASMA,MOUSE,M,2.365100671,0.524394912,RATIO,149
